case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
UDR,Non-Heinous,Under Investigation,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA52758,Nikhil Pai,Constable,Station Writer,1973-02-14,Female,AB Positive,0,2019-01-05,277648166202300467,202300467,2022-02-24,"On 18-02-2022, a case of Robbery was reported at Ballari City PS, Ballari district.",2022-02-18T17:00:00,2022-02-18T23:00:00,2022-02-18T19:00:00,15.1682,76.8616,"Incident occurred near coordinates 15.1682, 76.8616 within jurisdiction of Ballari City PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Kiran Bhat,80,Private Employee,Hindu,General,Male,Chirag Das,33,Female,0,Kiran Kulkarni,54,Female,A1,1.0,2022-03-03T05:00:00,Karnataka,Ballari,Ballari City PS,KA52758,Ballari District & Sessions Court,Kiran Kulkarni,,,,
Zero FIR,Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA58367,Aditi Shetty,Constable,Investigating Officer,1985-12-14,Male,B Positive,0,2020-11-15,843285646202300468,202300468,2022-08-06,"On 03-08-2022, a case of Assault was reported at Bidar Town PS, Bidar district.",2022-08-03T00:00:00,2022-08-03T07:00:00,2022-08-03T07:00:00,17.9824,77.5722,"Incident occurred near coordinates 17.9824, 77.5722 within jurisdiction of Bidar Town PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,Dev Hegde,28,Private Employee,Hindu,General,Female,Esha Patil,18,Transgender,0,Ananya Sharma,,Female,A1,1.0,2022-08-13T05:00:00,Karnataka,Bidar,Bidar Town PS,KA58367,Bidar District & Sessions Court,Ananya Sharma,,,,
FIR,Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA27798,Aditi Verma,Sub-Inspector,Station Writer,1983-11-12,Female,B Negative,1,2006-06-11,189929895202400469,202400469,2022-05-11,"On 07-05-2022, a case of Cryptocurrency Crime was reported at Kalaburagi City PS, Kalaburagi district.",2022-05-07T22:00:00,2022-05-08T01:00:00,2022-05-08T20:00:00,17.3434,76.8042,"Incident occurred near coordinates 17.3434, 76.8042 within jurisdiction of Kalaburagi City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Tanvi Kulkarni,37,Private Employee,Hindu,General,Female,Divya Reddy,50,Female,0,Vikram Nair,36,Male,A1,1.0,2022-05-18T06:00:00,Karnataka,Kalaburagi,Kalaburagi City PS,KA27798,Kalaburagi District & Sessions Court,Vikram Nair,,2022-06-21T06:00:00,A,KA27798
UDR,Heinous,Under Investigation,Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA14627,Rahul Reddy,Head Constable,SHO,1998-09-12,Male,B Positive,1,2005-02-27,223699396202200470,202200470,2024-11-06,"On 01-11-2024, a case of Money Laundering was reported at Bengaluru Rural PS, Bengaluru Rural district.",2024-11-01T11:00:00,2024-11-01T18:00:00,2024-11-01T13:00:00,13.3155,77.5046,"Incident occurred near coordinates 13.3155, 77.5046 within jurisdiction of Bengaluru Rural PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Gautam Singh,30,Private Employee,Hindu,General,Transgender,Divya Hegde,65,Male,0,Bhavya Nair,22,Transgender,A1,1.0,2024-11-13T16:00:00,Karnataka,Bengaluru Rural,Bengaluru Rural PS,KA14627,Bengaluru Rural District & Sessions Court,Bhavya Nair,,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Tumakuru,Tumakuru District & Sessions Court,Police Station,Tumakuru Town PS,KA29353,Farhan Verma,Inspector,Station Writer,1986-12-21,Female,A Negative,1,2005-10-08,130533857202600471,202600471,2023-10-21,"On 16-10-2023, a case of Cheating was reported at Tumakuru Town PS, Tumakuru district.",2023-10-16T04:00:00,2023-10-16T09:00:00,2023-10-17T02:00:00,13.3483,77.0299,"Incident occurred near coordinates 13.3483, 77.0299 within jurisdiction of Tumakuru Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Manish Gowda,68,Private Employee,Hindu,General,Female,Divya Nair,58,Transgender,0,Kiran Joshi,,Female,A1,1.0,2023-10-28T07:00:00,Karnataka,Tumakuru,Tumakuru Town PS,KA29353,Tumakuru District & Sessions Court,Kiran Joshi,,,,
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA23606,Chirag Bhat,Constable,Investigating Officer,1993-10-12,Female,A Negative,0,2009-08-05,354379561202500472,202500472,2024-10-25,"On 24-10-2024, a case of Assault was reported at Shivamogga Town PS, Shivamogga district.",2024-10-24T11:00:00,2024-10-24T14:00:00,2024-10-24T13:00:00,13.9536,75.5475,"Incident occurred near coordinates 13.9536, 75.5475 within jurisdiction of Shivamogga Town PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,Dev Bhat,45,Private Employee,Hindu,General,Female,Priya Reddy,65,Male,0,Chirag Rao,,Female,A1,1.0,2024-11-01T20:00:00,Karnataka,Shivamogga,Shivamogga Town PS,KA23606,Shivamogga District & Sessions Court,Chirag Rao,,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Bengaluru Rural,Bengaluru Rural District & Sessions Court,Police Station,Bengaluru Rural PS,KA34935,Bhavya Hegde,Sub-Inspector,Investigating Officer,1986-04-03,Male,AB Positive,0,2013-09-02,138954219202300473,202300473,2023-09-09,"On 06-09-2023, a case of Grievous Hurt was reported at Bengaluru Rural PS, Bengaluru Rural district.",2023-09-06T11:00:00,2023-09-06T12:00:00,2023-09-07T00:00:00,13.262,77.5357,"Incident occurred near coordinates 13.262, 77.5357 within jurisdiction of Bengaluru Rural PS.",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,325,Punishment for voluntarily causing grievous hurt,1,1,Esha Pai,61,Private Employee,Hindu,General,Female,Divya Singh,53,Transgender,0,Priya Hegde,,Female,A1,1.0,2023-09-16T14:00:00,Karnataka,Bengaluru Rural,Bengaluru Rural PS,KA34935,Bengaluru Rural District & Sessions Court,Priya Hegde,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Mandya,Mandya District & Sessions Court,Police Station,Mandya Town PS,KA78359,Sunil Kamath,Sub-Inspector,SHO,1975-06-27,Female,AB Negative,0,2005-03-09,273036971202500474,202500474,2022-11-11,"On 08-11-2022, a case of Grievous Hurt was reported at Mandya Town PS, Mandya district.",2022-11-08T22:00:00,2022-11-09T05:00:00,2022-11-09T17:00:00,12.5821,76.8907,"Incident occurred near coordinates 12.5821, 76.8907 within jurisdiction of Mandya Town PS.",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,325,Punishment for voluntarily causing grievous hurt,1,1,Tanvi Singh,39,Private Employee,Hindu,General,Male,Abhishek Deshmukh,30,Transgender,0,Esha Gowda,26,Male,A1,1.0,2022-11-18T10:00:00,Karnataka,Mandya,Mandya Town PS,KA78359,Mandya District & Sessions Court,Esha Gowda,,,,
PAR,Non-Heinous,Under Investigation,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA61045,Vikram Das,Head Constable,Investigating Officer,1980-10-14,Female,AB Positive,0,2014-01-27,352552314202400475,202400475,2022-01-09,"On 03-01-2022, a case of Money Laundering was reported at Davangere Extension PS, Davangere district.",2022-01-03T19:00:00,2022-01-04T02:00:00,2022-01-04T11:00:00,14.5253,75.9371,"Incident occurred near coordinates 14.5253, 75.9371 within jurisdiction of Davangere Extension PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Siddharth Kulkarni,68,Private Employee,Hindu,General,Male,Abhishek Pai,69,Transgender,0,Aditi Shetty,,Transgender,A1,1.0,2022-01-16T05:00:00,Karnataka,Davangere,Davangere Extension PS,KA61045,Davangere District & Sessions Court,Aditi Shetty,,,,
UDR,Heinous,Undetected,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA94911,Meena Pai,Constable,Investigating Officer,1972-08-26,Female,A Negative,0,2010-10-15,256832666202300476,202300476,2025-04-03,"On 01-04-2025, a case of Cheating was reported at Bidar Town PS, Bidar district.",2025-04-01T00:00:00,2025-04-01T02:00:00,2025-04-01T19:00:00,17.8728,77.4475,"Incident occurred near coordinates 17.8728, 77.4475 within jurisdiction of Bidar Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Kavya Deshmukh,73,Private Employee,Hindu,General,Male,Dev Joshi,31,Male,0,Ananya Kamath,34,Transgender,A1,,,,,,,,,,,,
UDR,Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA33468,Hari Das,Inspector,Station Writer,1989-07-06,Male,A Positive,1,2000-09-02,280199400202200477,202200477,2023-06-24,"On 22-06-2023, a case of Cyber Crime was reported at Bidar Town PS, Bidar district.",2023-06-22T15:00:00,2023-06-22T20:00:00,2023-06-23T07:00:00,17.9697,77.4761,"Incident occurred near coordinates 17.9697, 77.4761 within jurisdiction of Bidar Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Gautam Shetty,52,Private Employee,Hindu,General,Female,Anil Joshi,36,Female,0,Nikhil Pai,,Transgender,A1,1.0,2023-07-01T17:00:00,Karnataka,Bidar,Bidar Town PS,KA33468,Bidar District & Sessions Court,Nikhil Pai,,,,
Zero FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Mangaluru,Dakshina Kannada District & Sessions Court,Police Station,Mangaluru Town PS,KA28439,Farhan Kamath,Inspector,Station Writer,1974-04-19,Female,A Negative,0,2005-02-26,868302093202500478,202500478,2025-10-22,"On 17-10-2025, a case of Grievous Hurt was reported at Mangaluru Town PS, Mangaluru district.",2025-10-17T22:00:00,2025-10-18T04:00:00,2025-10-18T22:00:00,12.8827,74.9107,"Incident occurred near coordinates 12.8827, 74.9107 within jurisdiction of Mangaluru Town PS.",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,325,Punishment for voluntarily causing grievous hurt,1,1,Esha Shenoy,75,Private Employee,Hindu,General,Male,Aarav Hegde,74,Female,0,Anil Naik,,Female,A1,1.0,2025-10-29T05:00:00,Karnataka,Mangaluru,Mangaluru Town PS,KA28439,Dakshina Kannada District & Sessions Court,Anil Naik,,,,
Zero FIR,Non-Heinous,Chargesheet Filed,Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA82534,Rajesh Nair,Head Constable,Circle Inspector,1970-01-19,Female,B Negative,0,2000-01-08,814181728202500479,202500479,2022-04-12,"On 11-04-2022, a case of Murder was reported at Dharwad Town PS, Hubballi-Dharwad district.",2022-04-11T11:00:00,2022-04-11T19:00:00,2022-04-12T10:00:00,15.439,75.1578,"Incident occurred near coordinates 15.439, 75.1578 within jurisdiction of Dharwad Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Bhavya Patil,77,Private Employee,Hindu,General,Female,Aditi Kamath,55,Female,0,Suresh Sharma,26,Male,A1,1.0,2022-04-19T21:00:00,Karnataka,Hubballi-Dharwad,Dharwad Town PS,KA82534,Dharwad District & Sessions Court,Suresh Sharma,,2022-05-31T21:00:00,A,KA82534
PAR,Non-Heinous,Undetected,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA23072,Deepak Kumar,Deputy Superintendent,Circle Inspector,1984-03-24,Female,O Positive,0,2015-05-17,336734701202400480,202400480,2024-06-14,"On 09-06-2024, a case of Burglary was reported at Vijayapura Town PS, Vijayapura district.",2024-06-09T06:00:00,2024-06-09T08:00:00,2024-06-09T09:00:00,16.8689,75.7009,"Incident occurred near coordinates 16.8689, 75.7009 within jurisdiction of Vijayapura Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Rahul Rao,67,Private Employee,Hindu,General,Male,Isha Kulkarni,55,Transgender,0,Isha Nair,,Transgender,A1,,,,,,,,,,,,
PAR,Non-Heinous,Report Beece (B-Report),Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA30142,Ananya Nair,Sub-Inspector,Station Writer,1981-12-04,Female,O Positive,0,2015-08-22,332063068202300481,202300481,2025-07-22,"On 20-07-2025, a case of Assault was reported at Saraswathipuram PS, Mysuru district.",2025-07-20T08:00:00,2025-07-20T15:00:00,2025-07-20T12:00:00,12.3633,76.6824,"Incident occurred near coordinates 12.3633, 76.6824 within jurisdiction of Saraswathipuram PS.",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,351,Assault,1,1,Dev Das,54,Private Employee,Hindu,General,Transgender,Isha Kumar,44,Transgender,0,Sanjay Bhat,23,Female,A1,1.0,2025-07-29T09:00:00,Karnataka,Mysuru,Saraswathipuram PS,KA30142,Mysuru District & Sessions Court,Sanjay Bhat,,,,
PAR,Heinous,Report Beece (B-Report),Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA24695,Rajesh Reddy,Deputy Superintendent,Station Writer,1995-06-18,Male,AB Positive,0,2002-02-25,346023405202200482,202200482,2024-08-16,"On 11-08-2024, a case of Drug Offence was reported at Bidar Town PS, Bidar district.",2024-08-11T05:00:00,2024-08-11T06:00:00,2024-08-12T01:00:00,17.9531,77.4987,"Incident occurred near coordinates 17.9531, 77.4987 within jurisdiction of Bidar Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Deepak Rao,43,Private Employee,Hindu,General,Female,Kiran Kumar,41,Transgender,0,Deepak Naik,,Male,A1,1.0,2024-08-23T09:00:00,Karnataka,Bidar,Bidar Town PS,KA24695,Bidar District & Sessions Court,Deepak Naik,,,,
FIR,Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA41480,Chirag Reddy,Head Constable,Station Writer,1995-04-15,Female,O Positive,0,2009-08-18,157126006202400483,202400483,2024-01-14,"On 11-01-2024, a case of Dark Web Crime was reported at Bidar Town PS, Bidar district.",2024-01-11T11:00:00,2024-01-11T12:00:00,2024-01-11T19:00:00,17.9486,77.5397,"Incident occurred near coordinates 17.9486, 77.5397 within jurisdiction of Bidar Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Ananya Shetty,76,Private Employee,Hindu,General,Male,Divya Patil,69,Male,0,Rahul Sharma,,Transgender,A1,1.0,2024-01-21T19:00:00,Karnataka,Bidar,Bidar Town PS,KA41480,Bidar District & Sessions Court,Rahul Sharma,,,,
FIR,Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA92123,Dev Deshmukh,Constable,Circle Inspector,1979-05-11,Male,O Positive,0,2018-08-12,168645095202500484,202500484,2024-10-28,"On 25-10-2024, a case of Theft was reported at Shivamogga Town PS, Shivamogga district.",2024-10-25T14:00:00,2024-10-25T16:00:00,2024-10-25T19:00:00,13.9284,75.5573,"Incident occurred near coordinates 13.9284, 75.5573 within jurisdiction of Shivamogga Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Deepak Rao,24,Private Employee,Hindu,General,Transgender,Chirag Reddy,55,Transgender,0,Bhavya Singh,,Female,A1,1.0,2024-11-04T20:00:00,Karnataka,Shivamogga,Shivamogga Town PS,KA92123,Shivamogga District & Sessions Court,Bhavya Singh,Sanjay Singh,2024-11-26T20:00:00,B,KA92123
FIR,Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA92123,Dev Deshmukh,Head Constable,Circle Inspector,1983-02-22,Female,B Positive,0,2004-06-25,168645095202500484,202500484,2024-10-28,"On 25-10-2024, a case of Theft was reported at Shivamogga Town PS, Shivamogga district.",2024-10-25T14:00:00,2024-10-25T16:00:00,2024-10-25T19:00:00,13.9284,75.5573,"Incident occurred near coordinates 13.9284, 75.5573 within jurisdiction of Shivamogga Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,,,,,,,,,,0,Sanjay Singh,48,Male,A2,,,,,,,,,,,,
PAR,Heinous,Under Investigation,Karnataka,Udupi,Udupi District & Sessions Court,Police Station,Udupi Town PS,KA70419,Siddharth Pai,Constable,Investigating Officer,1985-05-16,Female,AB Positive,0,2010-11-22,342479284202200485,202200485,2024-08-12,"On 08-08-2024, a case of Robbery was reported at Udupi Town PS, Udupi district.",2024-08-08T16:00:00,2024-08-08T20:00:00,2024-08-08T19:00:00,13.3507,74.7662,"Incident occurred near coordinates 13.3507, 74.7662 within jurisdiction of Udupi Town PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Tanvi Kamath,72,Private Employee,Hindu,General,Male,Pooja Gowda,23,Female,0,Priya Kulkarni,,Male,A1,1.0,2024-08-19T01:00:00,Karnataka,Udupi,Udupi Town PS,KA70419,Udupi District & Sessions Court,Priya Kulkarni,,,,
Zero FIR,Non-Heinous,Undetected,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA89703,Abhishek Singh,Constable,Investigating Officer,1977-10-02,Male,AB Negative,0,2011-08-09,848797560202300486,202300486,2025-03-03,"On 27-02-2025, a case of Murder was reported at Ballari City PS, Ballari district.",2025-02-27T20:00:00,2025-02-28T00:00:00,2025-02-28T19:00:00,15.163,76.9714,"Incident occurred near coordinates 15.163, 76.9714 within jurisdiction of Ballari City PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Hari Bhat,33,Private Employee,Hindu,General,Male,Aditi Sharma,75,Female,0,Siddharth Hegde,,Female,A1,,,,,,,,,,,,
PAR,Heinous,Chargesheet Filed,Karnataka,Chikkamagaluru,Chikkamagaluru District & Sessions Court,Police Station,Chikkamagaluru PS,KA61121,Isha Sharma,Constable,Investigating Officer,1991-07-10,Male,O Negative,0,2006-10-07,381057601202500487,202500487,2024-09-22,"On 17-09-2024, a case of Murder was reported at Chikkamagaluru PS, Chikkamagaluru district.",2024-09-17T19:00:00,2024-09-18T03:00:00,2024-09-17T22:00:00,13.3728,75.841,"Incident occurred near coordinates 13.3728, 75.841 within jurisdiction of Chikkamagaluru PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Aditi Hegde,61,Private Employee,Hindu,General,Female,Pooja Hegde,50,Male,0,Divya Kulkarni,46,Transgender,A1,1.0,2024-09-29T04:00:00,Karnataka,Chikkamagaluru,Chikkamagaluru PS,KA61121,Chikkamagaluru District & Sessions Court,Divya Kulkarni,Manish Kamath,2024-10-10T04:00:00,B,KA61121
PAR,Heinous,Chargesheet Filed,Karnataka,Chikkamagaluru,Chikkamagaluru District & Sessions Court,Police Station,Chikkamagaluru PS,KA61121,Isha Sharma,Inspector,Circle Inspector,1985-03-26,Female,B Negative,0,2008-08-01,381057601202500487,202500487,2024-09-22,"On 17-09-2024, a case of Murder was reported at Chikkamagaluru PS, Chikkamagaluru district.",2024-09-17T19:00:00,2024-09-18T03:00:00,2024-09-17T22:00:00,13.3728,75.841,"Incident occurred near coordinates 13.3728, 75.841 within jurisdiction of Chikkamagaluru PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,,,,,,,,,,0,Manish Kamath,34,Transgender,A2,,,,,,,,,,,,
FIR,Non-Heinous,Report Beece (B-Report),Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA90088,Aditi Kulkarni,Head Constable,Circle Inspector,1980-07-06,Male,B Positive,0,2005-10-09,168888281202400488,202400488,2022-04-25,"On 21-04-2022, a case of Cryptocurrency Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2022-04-21T15:00:00,2022-04-21T22:00:00,2022-04-22T06:00:00,13.0365,77.6675,"Incident occurred near coordinates 13.0365, 77.6675 within jurisdiction of Bengaluru City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Rajesh Kumar,37,Private Employee,Hindu,General,Male,Isha Sharma,73,Transgender,0,Rahul Kumar,69,Female,A1,1.0,2022-05-02T19:00:00,Karnataka,Bengaluru Urban,Bengaluru City PS,KA90088,"Principal City Civil & Sessions Court, Bengaluru",Rahul Kumar,,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA24964,Chirag Kumar,Head Constable,Investigating Officer,1990-10-11,Female,AB Positive,1,2017-11-07,136237813202400489,202400489,2025-06-25,"On 23-06-2025, a case of Cyber Crime was reported at Bidar Town PS, Bidar district.",2025-06-23T23:00:00,2025-06-24T02:00:00,2025-06-24T04:00:00,17.871,77.504,"Incident occurred near coordinates 17.871, 77.504 within jurisdiction of Bidar Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Nikhil Das,43,Private Employee,Hindu,General,Female,Priya Naik,48,Male,0,Ananya Sharma,,Female,A1,1.0,2025-07-02T07:00:00,Karnataka,Bidar,Bidar Town PS,KA24964,Bidar District & Sessions Court,Ananya Sharma,Aditi Singh,,,
FIR,Non-Heinous,Under Investigation,Karnataka,Bidar,Bidar District & Sessions Court,Police Station,Bidar Town PS,KA24964,Chirag Kumar,Sub-Inspector,SHO,1986-11-22,Male,AB Negative,1,2014-04-08,136237813202400489,202400489,2025-06-25,"On 23-06-2025, a case of Cyber Crime was reported at Bidar Town PS, Bidar district.",2025-06-23T23:00:00,2025-06-24T02:00:00,2025-06-24T04:00:00,17.871,77.504,"Incident occurred near coordinates 17.871, 77.504 within jurisdiction of Bidar Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,,,,,,,,,,0,Aditi Singh,,Male,A2,,,,,,,,,,,,
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA91545,Manish Pai,Head Constable,Circle Inspector,1992-03-01,Male,O Positive,0,2018-07-28,197456522202300490,202300490,2024-06-25,"On 23-06-2024, a case of Murder was reported at Davangere Extension PS, Davangere district.",2024-06-23T00:00:00,2024-06-23T07:00:00,2024-06-23T08:00:00,14.533,75.8907,"Incident occurred near coordinates 14.533, 75.8907 within jurisdiction of Davangere Extension PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Divya Patil,34,Private Employee,Hindu,General,Male,Kavya Reddy,54,Transgender,0,Esha Shetty,,Transgender,A1,1.0,2024-07-02T04:00:00,Karnataka,Davangere,Davangere Extension PS,KA91545,Davangere District & Sessions Court,Esha Shetty,,2024-07-11T04:00:00,C,KA91545
UDR,Non-Heinous,Report Beece (B-Report),Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA98353,Aditi Hegde,Deputy Superintendent,Circle Inspector,1994-10-15,Female,AB Negative,0,2009-11-18,274872007202200491,202200491,2022-06-11,"On 07-06-2022, a case of Cyber Crime was reported at Davangere Extension PS, Davangere district.",2022-06-07T09:00:00,2022-06-07T10:00:00,2022-06-07T21:00:00,14.4265,75.895,"Incident occurred near coordinates 14.4265, 75.895 within jurisdiction of Davangere Extension PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Anil Hegde,57,Private Employee,Hindu,General,Male,Siddharth Nair,6,Transgender,0,Tanvi Pai,41,Female,A1,1.0,2022-06-18T14:00:00,Karnataka,Davangere,Davangere Extension PS,KA98353,Davangere District & Sessions Court,Tanvi Pai,"Tanvi Gowda,Anil Naik",,,
UDR,Non-Heinous,Report Beece (B-Report),Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA98353,Aditi Hegde,Head Constable,SHO,1983-11-28,Female,B Positive,0,2010-08-01,274872007202200491,202200491,2022-06-11,"On 07-06-2022, a case of Cyber Crime was reported at Davangere Extension PS, Davangere district.",2022-06-07T09:00:00,2022-06-07T10:00:00,2022-06-07T21:00:00,14.4265,75.895,"Incident occurred near coordinates 14.4265, 75.895 within jurisdiction of Davangere Extension PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,,,,,,,,,,0,Tanvi Gowda,62,Male,A2,,,,,,,,,,,,
UDR,Non-Heinous,Report Beece (B-Report),Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA98353,Aditi Hegde,Sub-Inspector,Station Writer,1976-10-15,Female,B Negative,0,2005-12-27,274872007202200491,202200491,2022-06-11,"On 07-06-2022, a case of Cyber Crime was reported at Davangere Extension PS, Davangere district.",2022-06-07T09:00:00,2022-06-07T10:00:00,2022-06-07T21:00:00,14.4265,75.895,"Incident occurred near coordinates 14.4265, 75.895 within jurisdiction of Davangere Extension PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,,,,,,,,,,0,Anil Naik,,Transgender,A3,,,,,,,,,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA72743,Meena Rao,Deputy Superintendent,Circle Inspector,1983-03-01,Male,B Negative,0,2001-04-25,218599152202400492,202400492,2023-10-29,"On 26-10-2023, a case of Cheating was reported at Kolar Town PS, Kolar district.",2023-10-26T05:00:00,2023-10-26T10:00:00,2023-10-27T05:00:00,13.0595,78.1782,"Incident occurred near coordinates 13.0595, 78.1782 within jurisdiction of Kolar Town PS.",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,420,Cheating and dishonestly inducing delivery of property,1,1,Sunil Shetty,70,Private Employee,Hindu,General,Transgender,Hari Verma,34,Transgender,0,Kavya Reddy,,Male,A1,1.0,2023-11-05T16:00:00,Karnataka,Kolar,Kolar Town PS,KA72743,Kolar District & Sessions Court,Kavya Reddy,Abhishek Kamath,,,
