case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid
PAR,Non-Heinous,Undetected,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA26984,Manish Gowda,Inspector,Investigating Officer,1980-01-05,Male,O Negative,0,2004-06-25,393333248202300162,202300162,2022-11-06,"On 03-11-2022, a case of Dark Web Crime was reported at Davangere Extension PS, Davangere district.",2022-11-03T03:00:00,2022-11-03T05:00:00,2022-11-03T18:00:00,14.4985,75.9362,"Incident occurred near coordinates 14.4985, 75.9362 within jurisdiction of Davangere Extension PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Isha Nair,73,Private Employee,Hindu,General,Female,Chirag Hegde,7,Transgender,0,Kiran Kumar,28,Female,A1,,,,,,,,,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA90419,Aditi Joshi,Sub-Inspector,SHO,1977-12-02,Female,O Negative,0,2008-09-02,220158000202200163,202200163,2025-05-10,"On 06-05-2025, a case of Murder was reported at Kalaburagi City PS, Kalaburagi district.",2025-05-06T02:00:00,2025-05-06T03:00:00,2025-05-06T04:00:00,17.3555,76.8253,"Incident occurred near coordinates 17.3555, 76.8253 within jurisdiction of Kalaburagi City PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Kavya Singh,56,Private Employee,Hindu,General,Female,Ananya Patil,74,Male,0,Sanjay Gowda,60,Transgender,A1,1.0,2025-05-17T08:00:00,Karnataka,Kalaburagi,Kalaburagi City PS,KA90419,Kalaburagi District & Sessions Court,Sanjay Gowda,,,,
Zero FIR,Heinous,Undetected,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA52769,Isha Deshmukh,Constable,Investigating Officer,1975-10-11,Female,A Positive,0,2014-01-21,877694254202400164,202400164,2023-08-28,"On 24-08-2023, a case of Burglary was reported at Vijayapura Town PS, Vijayapura district.",2023-08-24T19:00:00,2023-08-24T23:00:00,2023-08-25T17:00:00,16.8718,75.7271,"Incident occurred near coordinates 16.8718, 75.7271 within jurisdiction of Vijayapura Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Bhavya Hegde,77,Private Employee,Hindu,General,Female,Dev Deshmukh,42,Transgender,0,Priya Bhat,,Transgender,A1,,,,,,,,,,,,
Zero FIR,Heinous,Undetected,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA52769,Isha Deshmukh,Inspector,Circle Inspector,1974-08-15,Male,AB Negative,1,2020-12-04,877694254202400164,202400164,2023-08-28,"On 24-08-2023, a case of Burglary was reported at Vijayapura Town PS, Vijayapura district.",2023-08-24T19:00:00,2023-08-24T23:00:00,2023-08-25T17:00:00,16.8718,75.7271,"Incident occurred near coordinates 16.8718, 75.7271 within jurisdiction of Vijayapura Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,,,,,,,,,,0,Nikhil Deshmukh,32,Transgender,A2,,,,,,,,,,,,
Zero FIR,Heinous,Undetected,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA52769,Isha Deshmukh,Constable,Circle Inspector,1993-09-22,Male,B Positive,0,2007-04-22,877694254202400164,202400164,2023-08-28,"On 24-08-2023, a case of Burglary was reported at Vijayapura Town PS, Vijayapura district.",2023-08-24T19:00:00,2023-08-24T23:00:00,2023-08-25T17:00:00,16.8718,75.7271,"Incident occurred near coordinates 16.8718, 75.7271 within jurisdiction of Vijayapura Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,,,,,,,,,,0,Isha Shetty,,Male,A3,,,,,,,,,,,,
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA27461,Aarav Gowda,Constable,Investigating Officer,1992-08-06,Male,B Negative,1,2002-03-03,811371290202600165,202600165,2025-01-15,"On 12-01-2025, a case of Money Laundering was reported at Ballari City PS, Ballari district.",2025-01-12T03:00:00,2025-01-12T09:00:00,2025-01-12T09:00:00,15.0739,76.8933,"Incident occurred near coordinates 15.0739, 76.8933 within jurisdiction of Ballari City PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Abhishek Patil,51,Private Employee,Hindu,General,Transgender,Manish Kamath,72,Male,0,Nikhil Das,42,Male,A1,1.0,2025-01-22T15:00:00,Karnataka,Ballari,Ballari City PS,KA27461,Ballari District & Sessions Court,Nikhil Das,,,,
UDR,Non-Heinous,Undetected,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA25763,Deepak Joshi,Sub-Inspector,Investigating Officer,1979-06-22,Female,A Negative,0,2001-10-27,293608796202500166,202500166,2023-09-19,"On 17-09-2023, a case of Murder was reported at Kalaburagi City PS, Kalaburagi district.",2023-09-17T13:00:00,2023-09-17T21:00:00,2023-09-17T23:00:00,17.2828,76.861,"Incident occurred near coordinates 17.2828, 76.861 within jurisdiction of Kalaburagi City PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Hari Pai,27,Private Employee,Hindu,General,Female,Chirag Sharma,21,Transgender,0,Meena Bhat,,Transgender,A1,,,,,,,,,,,,
UDR,Non-Heinous,Undetected,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA25763,Deepak Joshi,Deputy Superintendent,Station Writer,1997-02-15,Female,A Negative,0,2015-12-14,293608796202500166,202500166,2023-09-19,"On 17-09-2023, a case of Murder was reported at Kalaburagi City PS, Kalaburagi district.",2023-09-17T13:00:00,2023-09-17T21:00:00,2023-09-17T23:00:00,17.2828,76.861,"Incident occurred near coordinates 17.2828, 76.861 within jurisdiction of Kalaburagi City PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,,,,,,,,,,0,Meena Pai,41,Female,A2,,,,,,,,,,,,
UDR,Non-Heinous,Chargesheet Filed,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA63141,Ananya Das,Inspector,Station Writer,1976-02-19,Male,B Positive,1,2000-05-09,231891837202300167,202300167,2022-08-28,"On 23-08-2022, a case of Cyber Crime was reported at Vijayapura Town PS, Vijayapura district.",2022-08-23T00:00:00,2022-08-23T07:00:00,2022-08-23T23:00:00,16.7716,75.7132,"Incident occurred near coordinates 16.7716, 75.7132 within jurisdiction of Vijayapura Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Kiran Patil,62,Private Employee,Hindu,General,Transgender,Deepak Naik,36,Transgender,0,Sunil Kumar,,Transgender,A1,1.0,2022-09-04T11:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA63141,Vijayapura District & Sessions Court,Sunil Kumar,,2022-10-20T11:00:00,C,KA63141
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Mysuru,Mysuru District & Sessions Court,Police Station,Saraswathipuram PS,KA90578,Isha Pai,Head Constable,Circle Inspector,1990-04-11,Male,AB Negative,0,2019-03-06,864837633202600168,202600168,2022-07-01,"On 26-06-2022, a case of Dark Web Crime was reported at Saraswathipuram PS, Mysuru district.",2022-06-26T06:00:00,2022-06-26T14:00:00,2022-06-27T03:00:00,12.3508,76.5909,"Incident occurred near coordinates 12.3508, 76.5909 within jurisdiction of Saraswathipuram PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Aditi Sharma,39,Private Employee,Hindu,General,Female,Tanvi Deshmukh,25,Transgender,0,Pooja Gowda,,Transgender,A1,1.0,2022-07-08T13:00:00,Karnataka,Mysuru,Saraswathipuram PS,KA90578,Mysuru District & Sessions Court,Pooja Gowda,,,,
UDR,Heinous,Under Investigation,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA77503,Isha Kamath,Sub-Inspector,Circle Inspector,1982-12-16,Female,O Negative,0,2013-01-03,282778129202500169,202500169,2022-09-04,"On 30-08-2022, a case of Burglary was reported at Kolar Town PS, Kolar district.",2022-08-30T02:00:00,2022-08-30T05:00:00,2022-08-30T20:00:00,13.1802,78.0875,"Incident occurred near coordinates 13.1802, 78.0875 within jurisdiction of Kolar Town PS.",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,457,Lurking house-trespass or house-breaking by night,1,1,Hari Pai,71,Private Employee,Hindu,General,Transgender,Sunil Gowda,22,Male,0,Anil Nair,59,Male,A1,1.0,2022-09-11T05:00:00,Karnataka,Kolar,Kolar Town PS,KA77503,Kolar District & Sessions Court,Anil Nair,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA45563,Meena Gowda,Inspector,Station Writer,1982-08-26,Female,B Positive,0,2014-02-20,294974184202600170,202600170,2024-07-24,"On 20-07-2024, a case of Robbery was reported at Ballari City PS, Ballari district.",2024-07-20T06:00:00,2024-07-20T10:00:00,2024-07-21T04:00:00,15.1464,76.9385,"Incident occurred near coordinates 15.1464, 76.9385 within jurisdiction of Ballari City PS.",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,392,Punishment for robbery,1,1,Anil Reddy,62,Private Employee,Hindu,General,Male,Tanvi Shenoy,64,Male,0,Manish Patil,48,Female,A1,1.0,2024-07-31T16:00:00,Karnataka,Ballari,Ballari City PS,KA45563,Ballari District & Sessions Court,Manish Patil,,,,
UDR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA23448,Kiran Sharma,Sub-Inspector,Investigating Officer,1971-07-08,Female,O Negative,0,2007-05-24,290356060202400171,202400171,2022-05-28,"On 26-05-2022, a case of Cyber Crime was reported at Kalaburagi City PS, Kalaburagi district.",2022-05-26T05:00:00,2022-05-26T07:00:00,2022-05-26T18:00:00,17.3703,76.9034,"Incident occurred near coordinates 17.3703, 76.9034 within jurisdiction of Kalaburagi City PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Siddharth Gowda,36,Private Employee,Hindu,General,Female,Meena Kulkarni,30,Male,0,Hari Sharma,,Male,A1,1.0,2022-06-04T13:00:00,Karnataka,Kalaburagi,Kalaburagi City PS,KA23448,Kalaburagi District & Sessions Court,Hari Sharma,,2022-07-16T13:00:00,B,KA23448
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Vijayapura,Vijayapura District & Sessions Court,Police Station,Vijayapura Town PS,KA35447,Chirag Singh,Head Constable,Investigating Officer,1984-01-06,Female,A Negative,0,2013-10-01,111137462202300172,202300172,2025-07-11,"On 07-07-2025, a case of Cryptocurrency Crime was reported at Vijayapura Town PS, Vijayapura district.",2025-07-07T17:00:00,2025-07-08T00:00:00,2025-07-08T11:00:00,16.8332,75.758,"Incident occurred near coordinates 16.8332, 75.758 within jurisdiction of Vijayapura Town PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Sanjay Das,35,Private Employee,Hindu,General,Male,Aditi Pai,54,Transgender,0,Farhan Hegde,,Transgender,A1,1.0,2025-07-18T01:00:00,Karnataka,Vijayapura,Vijayapura Town PS,KA35447,Vijayapura District & Sessions Court,Farhan Hegde,,2025-08-07T01:00:00,B,KA35447
Zero FIR,Heinous,Under Investigation,Karnataka,Bengaluru Urban,"Principal City Civil & Sessions Court, Bengaluru",Police Station,Bengaluru City PS,KA85182,Divya Kamath,Sub-Inspector,Investigating Officer,1992-10-17,Female,O Positive,0,2015-08-11,863906903202600173,202600173,2024-10-06,"On 05-10-2024, a case of Cryptocurrency Crime was reported at Bengaluru City PS, Bengaluru Urban district.",2024-10-05T09:00:00,2024-10-05T14:00:00,2024-10-06T01:00:00,12.8923,77.5378,"Incident occurred near coordinates 12.8923, 77.5378 within jurisdiction of Bengaluru City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Farhan Shetty,62,Private Employee,Hindu,General,Female,Siddharth Reddy,74,Female,0,Sanjay Shenoy,18,Female,A1,1.0,2024-10-13T20:00:00,Karnataka,Bengaluru Urban,Bengaluru City PS,KA85182,"Principal City Civil & Sessions Court, Bengaluru",Sanjay Shenoy,,,,
Zero FIR,Heinous,Under Investigation,Karnataka,Bagalkote,Bagalkote District & Sessions Court,Police Station,Bagalkote Town PS,KA30020,Meena Rao,Inspector,Investigating Officer,1979-06-04,Female,O Positive,0,2020-08-26,852454659202200174,202200174,2022-04-29,"On 27-04-2022, a case of Theft was reported at Bagalkote Town PS, Bagalkote district.",2022-04-27T22:00:00,2022-04-28T05:00:00,2022-04-28T07:00:00,16.2519,75.769,"Incident occurred near coordinates 16.2519, 75.769 within jurisdiction of Bagalkote Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Aarav Pai,70,Private Employee,Hindu,General,Male,Tanvi Shetty,22,Male,0,Dev Patil,,Male,A1,1.0,2022-05-06T05:00:00,Karnataka,Bagalkote,Bagalkote Town PS,KA30020,Bagalkote District & Sessions Court,Dev Patil,Sanjay Patil,,,
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Bagalkote,Bagalkote District & Sessions Court,Police Station,Bagalkote Town PS,KA30020,Meena Rao,Constable,Circle Inspector,1981-02-07,Male,A Negative,0,2003-01-10,852454659202200174,202200174,2022-04-29,"On 27-04-2022, a case of Theft was reported at Bagalkote Town PS, Bagalkote district.",2022-04-27T22:00:00,2022-04-28T05:00:00,2022-04-28T07:00:00,16.2519,75.769,"Incident occurred near coordinates 16.2519, 75.769 within jurisdiction of Bagalkote Town PS.",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,,,,,,,,,,0,Sanjay Patil,18,Female,A2,,,,,,,,,,,,
Zero FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA66522,Kavya Naik,Deputy Superintendent,SHO,1984-09-26,Male,B Positive,1,2000-07-27,827875781202600175,202600175,2024-01-19,"On 18-01-2024, a case of Money Laundering was reported at Shivamogga Town PS, Shivamogga district.",2024-01-18T04:00:00,2024-01-18T06:00:00,2024-01-19T00:00:00,13.9934,75.6135,"Incident occurred near coordinates 13.9934, 75.6135 within jurisdiction of Shivamogga Town PS.",Financial Crime,Money Laundering,PMLA,"Prevention of Money Laundering Act, 2002",PMLA,3,Offence of money laundering,1,1,Abhishek Verma,44,Private Employee,Hindu,General,Female,Anil Hegde,28,Male,0,Farhan Bhat,60,Female,A1,1.0,2024-01-26T16:00:00,Karnataka,Shivamogga,Shivamogga Town PS,KA66522,Shivamogga District & Sessions Court,Farhan Bhat,,2024-03-10T16:00:00,A,KA66522
FIR,Non-Heinous,Under Investigation,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA27868,Rahul Hegde,Deputy Superintendent,SHO,1986-03-19,Male,B Negative,0,2010-03-22,144584931202500176,202500176,2022-03-02,"On 01-03-2022, a case of Cryptocurrency Crime was reported at Belagavi City PS, Belagavi district.",2022-03-01T04:00:00,2022-03-01T11:00:00,2022-03-01T10:00:00,15.8998,74.5112,"Incident occurred near coordinates 15.8998, 74.5112 within jurisdiction of Belagavi City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,Manish Singh,33,Private Employee,Hindu,General,Transgender,Hari Rao,58,Female,0,Hari Verma,46,Male,A1,1.0,2022-03-09T05:00:00,Karnataka,Belagavi,Belagavi City PS,KA27868,Belagavi District & Sessions Court,Hari Verma,Sunil Shetty,,,
FIR,Heinous,Under Investigation,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA27868,Rahul Hegde,Constable,Station Writer,1990-07-16,Female,A Positive,0,2005-01-09,144584931202500176,202500176,2022-03-02,"On 01-03-2022, a case of Cryptocurrency Crime was reported at Belagavi City PS, Belagavi district.",2022-03-01T04:00:00,2022-03-01T11:00:00,2022-03-01T10:00:00,15.8998,74.5112,"Incident occurred near coordinates 15.8998, 74.5112 within jurisdiction of Belagavi City PS.",Cyber Crime,Cryptocurrency Crime,ITA,"Information Technology Act, 2000",IT Act,66D,Cheating by personation using a computer resource,1,1,,,,,,,,,,0,Sunil Shetty,,Male,A2,,,,,,,,,,,,
Zero FIR,Heinous,Under Investigation,Karnataka,Tumakuru,Tumakuru District & Sessions Court,Police Station,Tumakuru Town PS,KA85753,Sanjay Verma,Sub-Inspector,SHO,1976-10-06,Male,AB Positive,0,2009-07-22,813313076202400177,202400177,2023-12-29,"On 26-12-2023, a case of Drug Offence was reported at Tumakuru Town PS, Tumakuru district.",2023-12-26T03:00:00,2023-12-26T05:00:00,2023-12-26T20:00:00,13.3798,77.0803,"Incident occurred near coordinates 13.3798, 77.0803 within jurisdiction of Tumakuru Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Vikram Shetty,71,Private Employee,Hindu,General,Transgender,Kavya Shetty,27,Female,0,Ananya Bhat,,Transgender,A1,1.0,2024-01-05T05:00:00,Karnataka,Tumakuru,Tumakuru Town PS,KA85753,Tumakuru District & Sessions Court,Ananya Bhat,,,,
UDR,Heinous,Under Investigation,Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA71802,Bhavya Shenoy,Sub-Inspector,Circle Inspector,1980-10-01,Female,B Positive,0,2005-12-23,243254948202400178,202400178,2022-10-03,"On 29-09-2022, a case of Murder was reported at Dharwad Town PS, Hubballi-Dharwad district.",2022-09-29T05:00:00,2022-09-29T07:00:00,2022-09-29T12:00:00,15.4195,75.149,"Incident occurred near coordinates 15.4195, 75.149 within jurisdiction of Dharwad Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,Kavya Kumar,39,Private Employee,Hindu,General,Transgender,Tanvi Hegde,56,Female,0,Abhishek Naik,50,Female,A1,1.0,2022-10-10T08:00:00,Karnataka,Hubballi-Dharwad,Dharwad Town PS,KA71802,Dharwad District & Sessions Court,Abhishek Naik,"Chirag Joshi,Manish Pai",,,
UDR,Non-Heinous,Under Investigation,Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA71802,Bhavya Shenoy,Sub-Inspector,Station Writer,1977-12-13,Female,A Positive,0,2012-08-09,243254948202400178,202400178,2022-10-03,"On 29-09-2022, a case of Murder was reported at Dharwad Town PS, Hubballi-Dharwad district.",2022-09-29T05:00:00,2022-09-29T07:00:00,2022-09-29T12:00:00,15.4195,75.149,"Incident occurred near coordinates 15.4195, 75.149 within jurisdiction of Dharwad Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,,,,,,,,,,0,Chirag Joshi,56,Transgender,A2,,,,,,,,,,,,
UDR,Non-Heinous,Under Investigation,Karnataka,Hubballi-Dharwad,Dharwad District & Sessions Court,Police Station,Dharwad Town PS,KA71802,Bhavya Shenoy,Sub-Inspector,Station Writer,1993-07-26,Male,AB Negative,1,2002-07-14,243254948202400178,202400178,2022-10-03,"On 29-09-2022, a case of Murder was reported at Dharwad Town PS, Hubballi-Dharwad district.",2022-09-29T05:00:00,2022-09-29T07:00:00,2022-09-29T12:00:00,15.4195,75.149,"Incident occurred near coordinates 15.4195, 75.149 within jurisdiction of Dharwad Town PS.",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,302,Punishment for murder,1,1,,,,,,,,,,0,Manish Pai,37,Transgender,A3,,,,,,,,,,,,
PAR,Non-Heinous,Chargesheet Filed,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA98537,Divya Joshi,Deputy Superintendent,SHO,1990-02-26,Female,A Positive,0,2016-10-01,352342590202200179,202200179,2024-07-13,"On 10-07-2024, a case of Drug Offence was reported at Ramanagara Town PS, Ramanagara district.",2024-07-10T23:00:00,2024-07-11T02:00:00,2024-07-11T05:00:00,12.7855,77.3521,"Incident occurred near coordinates 12.7855, 77.3521 within jurisdiction of Ramanagara Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Rahul Singh,55,Private Employee,Hindu,General,Transgender,Tanvi Shenoy,46,Transgender,0,Siddharth Hegde,43,Male,A1,1.0,2024-07-20T07:00:00,Karnataka,Ramanagara,Ramanagara Town PS,KA98537,Ramanagara District & Sessions Court,Siddharth Hegde,Isha Bhat,2024-08-07T07:00:00,B,KA98537
PAR,Heinous,Chargesheet Filed,Karnataka,Ramanagara,Ramanagara District & Sessions Court,Police Station,Ramanagara Town PS,KA98537,Divya Joshi,Constable,Investigating Officer,1992-07-23,Male,A Negative,0,2007-03-16,352342590202200179,202200179,2024-07-13,"On 10-07-2024, a case of Drug Offence was reported at Ramanagara Town PS, Ramanagara district.",2024-07-10T23:00:00,2024-07-11T02:00:00,2024-07-11T05:00:00,12.7855,77.3521,"Incident occurred near coordinates 12.7855, 77.3521 within jurisdiction of Ramanagara Town PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,,,,,,,,,,0,Isha Bhat,33,Female,A2,,,,,,,,,,,,
Zero FIR,Heinous,Chargesheet Filed,Karnataka,Hassan,Hassan District & Sessions Court,Police Station,Hassan Town PS,KA48522,Chirag Kamath,Inspector,Circle Inspector,1984-07-20,Female,A Negative,0,2003-07-01,860344591202400180,202400180,2024-04-06,"On 04-04-2024, a case of Cyber Crime was reported at Hassan Town PS, Hassan district.",2024-04-04T08:00:00,2024-04-04T14:00:00,2024-04-05T05:00:00,13.0136,76.0573,"Incident occurred near coordinates 13.0136, 76.0573 within jurisdiction of Hassan Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,Sunil Reddy,40,Private Employee,Hindu,General,Male,Hari Kumar,69,Transgender,0,Ananya Hegde,,Female,A1,1.0,2024-04-13T12:00:00,Karnataka,Hassan,Hassan Town PS,KA48522,Hassan District & Sessions Court,Ananya Hegde,Manish Kulkarni,2024-05-11T12:00:00,C,KA48522
Zero FIR,Heinous,Chargesheet Filed,Karnataka,Hassan,Hassan District & Sessions Court,Police Station,Hassan Town PS,KA48522,Chirag Kamath,Sub-Inspector,Investigating Officer,1984-10-18,Female,AB Negative,0,2004-04-23,860344591202400180,202400180,2024-04-06,"On 04-04-2024, a case of Cyber Crime was reported at Hassan Town PS, Hassan district.",2024-04-04T08:00:00,2024-04-04T14:00:00,2024-04-05T05:00:00,13.0136,76.0573,"Incident occurred near coordinates 13.0136, 76.0573 within jurisdiction of Hassan Town PS.",Cyber Crime,Cyber Crime,ITA,"Information Technology Act, 2000",IT Act,66C,Identity theft using computer resource,1,1,,,,,,,,,,0,Manish Kulkarni,39,Transgender,A2,,,,,,,,,,,,
Zero FIR,Non-Heinous,Undetected,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA63011,Priya Nair,Inspector,Investigating Officer,1971-07-06,Male,A Negative,0,2004-12-23,837499606202300181,202300181,2024-08-23,"On 21-08-2024, a case of Drug Offence was reported at Kalaburagi City PS, Kalaburagi district.",2024-08-21T05:00:00,2024-08-21T09:00:00,2024-08-21T22:00:00,17.4086,76.8818,"Incident occurred near coordinates 17.4086, 76.8818 within jurisdiction of Kalaburagi City PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,Meena Sharma,64,Private Employee,Hindu,General,Female,Pooja Shetty,25,Transgender,0,Esha Pai,64,Transgender,A1,,,,,,,,,,,,
Zero FIR,Heinous,Undetected,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA63011,Priya Nair,Inspector,SHO,1980-03-03,Female,O Positive,0,2018-04-04,837499606202300181,202300181,2024-08-23,"On 21-08-2024, a case of Drug Offence was reported at Kalaburagi City PS, Kalaburagi district.",2024-08-21T05:00:00,2024-08-21T09:00:00,2024-08-21T22:00:00,17.4086,76.8818,"Incident occurred near coordinates 17.4086, 76.8818 within jurisdiction of Kalaburagi City PS.",Narcotics,Drug Offence,NDPS,"Narcotic Drugs and Psychotropic Substances Act, 1985",NDPS,20,Punishment for cannabis-related offences,1,1,,,,,,,,,,0,Hari Nair,,Male,A2,,,,,,,,,,,,
Zero FIR,Non-Heinous,Under Investigation,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA92579,Tanvi Rao,Constable,SHO,1974-10-05,Male,A Positive,0,2005-10-24,863349986202400182,202400182,2024-05-25,"On 24-05-2024, a case of Dark Web Crime was reported at Kolar Town PS, Kolar district.",2024-05-24T17:00:00,2024-05-24T21:00:00,2024-05-25T00:00:00,13.0902,78.0624,"Incident occurred near coordinates 13.0902, 78.0624 within jurisdiction of Kolar Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,Sunil Naik,22,Private Employee,Hindu,General,Transgender,Esha Kulkarni,15,Male,0,Chirag Kamath,,Transgender,A1,1.0,2024-06-01T23:00:00,Karnataka,Kolar,Kolar Town PS,KA92579,Kolar District & Sessions Court,Chirag Kamath,"Suresh Das,Rahul Verma",,,
Zero FIR,Heinous,Under Investigation,Karnataka,Kolar,Kolar District & Sessions Court,Police Station,Kolar Town PS,KA92579,Tanvi Rao,Inspector,SHO,1994-07-15,Female,A Positive,1,2010-01-08,863349986202400182,202400182,2024-05-25,"On 24-05-2024, a case of Dark Web Crime was reported at Kolar Town PS, Kolar district.",2024-05-24T17:00:00,2024-05-24T21:00:00,2024-05-25T00:00:00,13.0902,78.0624,"Incident occurred near coordinates 13.0902, 78.0624 within jurisdiction of Kolar Town PS.",Cyber Crime,Dark Web Crime,ITA,"Information Technology Act, 2000",IT Act,67,Publishing/transmitting obscene material electronically,1,1,,,,,,,,,,0,Suresh Das,49,Male,A2,,,,,,,,,,,,
