case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid,CaseMasterID,DistrictID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CrimeRegisteredDate,age_years,gender_id,hour_of_day,day_of_week,month,is_weekend,is_night_time,co_offender_count,hist_station_crime_count_30d,hist_district_crime_count_30d,spatial_density_ratio,risk_tier_id,hotspot_flag_id,recidivism_flag_id
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA97625,Kiran Deshmukh,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/102/2025/0184,CC/2025/050184,2025-01-02,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-01-01T11:53:21,2025-01-01T11:53:21,2025-01-02T23:53:21,17.3157,76.8867,"Incident near coordinates 17.3157, 76.8867",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Deepa Reddy,23,Private Employee,Hindu,General,Male,Raghavendra Joshi,55,Female,0,Ramesh Naik,20,Male,A184,1.0,2025-01-02T23:53:21,Karnataka,Kalaburagi,Kalaburagi City PS,KA33658,Kalaburagi District & Sessions Court,Ramesh Naik,,2025-01-02T23:53:21,C,KA17044,50184,7,102,3,1,3,13,1,2025-01-02 23:53:21,20,1,11,3,1,0,0,1,851,1401,0.24,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA10436,Prakash Kulkarni,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/182/2025/0185,CC/2025/050185,2025-08-21,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-08-21T10:16:58,2025-08-21T10:16:58,2025-08-21T23:16:58,14.4298,75.8842,"Incident near coordinates 14.4298, 75.8842",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Abhishek Rao,43,Private Employee,Hindu,General,Male,Ganesh Naik,31,Female,0,Nayana Reddy,51,Female,A185,1.0,2025-08-21T23:16:58,Karnataka,Davangere,Davangere Extension PS,KA77260,Davangere District & Sessions Court,Nayana Reddy,,2025-08-21T23:16:58,C,KA50019,50185,12,182,2,1,1,2,1,2025-08-21 23:16:58,51,2,10,4,8,0,0,1,388,1636,3.76,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA63568,Raghavendra Deshmukh,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/171/2025/0186,CC/2025/050186,2025-11-02,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-10-31T09:55:54,2025-10-31T09:55:54,2025-11-02T01:55:54,13.9432,75.6037,"Incident near coordinates 13.9432, 75.6037",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Meenakshi Kambale,36,Private Employee,Hindu,General,Male,Suresh Patil,29,Female,0,Prakash Shetty,22,Male,A186,1.0,2025-11-02T01:55:54,Karnataka,Shivamogga,Shivamogga Town PS,KA65933,Shivamogga District & Sessions Court,Prakash Shetty,,2025-11-02T01:55:54,C,KA34919,50186,11,171,2,1,3,13,1,2025-11-02 01:55:54,22,1,9,5,10,0,0,2,689,2223,3.97,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA51362,Anand Nayak,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/127/2025/0187,CC/2025/050187,2025-04-01,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-03-31T10:44:45,2025-03-31T10:44:45,2025-04-01T04:44:45,15.2,76.9217,"Incident near coordinates 15.2, 76.9217",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Anand Kulkarni,33,Private Employee,Hindu,General,Male,Pradeep Shetty,56,Female,0,Nagaraj Gowda,71,Male,A187,1.0,2025-04-01T04:44:45,Karnataka,Ballari,Ballari City PS,KA68508,Ballari District & Sessions Court,Nagaraj Gowda,,2025-04-01T04:44:45,C,KA98417,50187,8,127,3,1,2,7,1,2025-04-01 04:44:45,71,1,10,1,3,0,0,2,683,2296,3.54,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA31519,Ganesh Kuruba,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/185/2025/0188,CC/2025/050188,2025-09-03,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-09-02T15:28:43,2025-09-02T15:28:43,2025-09-03T04:28:43,14.4715,75.8921,"Incident near coordinates 14.4715, 75.8921",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Joshi,62,Private Employee,Hindu,General,Male,Roopa Gowda,48,Female,0,Ganesh Shetty,54,Male,A188,1.0,2025-09-03T04:28:43,Karnataka,Davangere,Davangere Extension PS,KA78124,Davangere District & Sessions Court,Ganesh Shetty,,2025-09-03T04:28:43,C,KA32966,50188,12,185,3,1,4,14,1,2025-09-03 04:28:43,54,1,15,2,9,0,0,1,821,590,1.39,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA16896,Mahesh Hegde,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/094/2025/0189,CC/2025/050189,2025-06-09,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-06-08T23:02:32,2025-06-08T23:02:32,2025-06-09T10:02:32,15.9411,74.574,"Incident near coordinates 15.9411, 74.574",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Anand Chavhan,26,Private Employee,Hindu,General,Male,Vidya Kulkarni,31,Female,0,Kiran Patil,20,Male,A189,1.0,2025-06-09T10:02:32,Karnataka,Belagavi,Belagavi City PS,KA18129,Belagavi District & Sessions Court,Kiran Patil,,2025-06-09T10:02:32,C,KA97236,50189,6,94,3,1,3,11,1,2025-06-09 10:02:32,20,1,23,7,6,1,1,1,622,2700,4.03,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA14070,Darshan Shetty,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/177/2025/0190,CC/2025/050190,2025-03-10,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-03-10T09:39:28,2025-03-10T09:39:28,2025-03-10T20:39:28,14.447,75.8531,"Incident near coordinates 14.447, 75.8531",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Sudha Joshi,47,Private Employee,Hindu,General,Male,Ganesh Shetty,48,Female,0,Ganesh Rao,19,Male,A190,1.0,2025-03-10T20:39:28,Karnataka,Davangere,Davangere Extension PS,KA35514,Davangere District & Sessions Court,Ganesh Rao,,2025-03-10T20:39:28,C,KA85257,50190,12,177,2,1,1,1,1,2025-03-10 20:39:28,19,1,9,1,3,0,0,2,174,1593,3.35,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA43132,Anand Deshmukh,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/088/2026/0191,CC/2026/050191,2026-01-01,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2026-01-01T01:41:30,2026-01-01T01:41:30,2026-01-01T07:41:30,15.9397,74.5847,"Incident near coordinates 15.9397, 74.5847",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Prakash Bhat,34,Private Employee,Hindu,General,Male,Divya Nayak,36,Female,0,Satish Shetty,70,Male,A191,1.0,2026-01-01T07:41:30,Karnataka,Belagavi,Belagavi City PS,KA75731,Belagavi District & Sessions Court,Satish Shetty,,2026-01-01T07:41:30,C,KA92612,50191,6,88,1,1,1,3,1,2026-01-01 07:41:30,70,1,1,4,1,0,1,2,817,987,0.89,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA88601,Sunil Shetty,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/174/2025/0192,CC/2025/050192,2025-11-13,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-11-13T00:02:29,2025-11-13T00:02:29,2025-11-13T15:02:29,13.9179,75.6162,"Incident near coordinates 13.9179, 75.6162",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Nayak,55,Private Employee,Hindu,General,Male,Vijay Rao,49,Female,0,Prakash Naik,52,Male,A192,1.0,2025-11-13T15:02:29,Karnataka,Shivamogga,Shivamogga Town PS,KA36689,Shivamogga District & Sessions Court,Prakash Naik,,2025-11-13T15:02:29,C,KA49665,50192,11,174,2,1,4,14,1,2025-11-13 15:02:29,52,1,0,4,11,0,1,1,91,2766,4.07,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA32555,Vijay Gowda,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/180/2025/0193,CC/2025/050193,2025-01-15,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-01-14T22:46:17,2025-01-14T22:46:17,2025-01-15T20:46:17,14.4861,75.8561,"Incident near coordinates 14.4861, 75.8561",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kiran Joshi,50,Private Employee,Hindu,General,Male,Satish Nayak,45,Female,0,Mahesh Hegde,67,Male,A193,1.0,2025-01-15T20:46:17,Karnataka,Davangere,Davangere Extension PS,KA16047,Davangere District & Sessions Court,Mahesh Hegde,,2025-01-15T20:46:17,C,KA79249,50193,12,180,1,1,3,13,1,2025-01-15 20:46:17,67,1,22,2,1,0,1,1,433,1098,1.65,1,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA94470,Raghavendra Reddy,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/119/2025/0194,CC/2025/050194,2025-12-03,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-12-01T14:44:01,2025-12-01T14:44:01,2025-12-03T13:44:01,15.1279,76.9306,"Incident near coordinates 15.1279, 76.9306",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Venkatesh Patil,30,Private Employee,Hindu,General,Male,Kumar Bhat,60,Female,0,Venkatesh Hegde,36,Male,A194,1.0,2025-12-03T13:44:01,Karnataka,Ballari,Ballari City PS,KA96225,Ballari District & Sessions Court,Venkatesh Hegde,,2025-12-03T13:44:01,C,KA22861,50194,8,119,3,1,3,13,1,2025-12-03 13:44:01,36,1,14,1,12,0,0,2,830,3499,3.56,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA44919,Raghavendra Reddy,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/129/2025/0195,CC/2025/050195,2025-04-14,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-04-12T12:06:39,2025-04-12T12:06:39,2025-04-14T00:06:39,15.1105,76.9136,"Incident near coordinates 15.1105, 76.9136",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Satish Shetty,36,Private Employee,Hindu,General,Male,Venkatesh Gowda,57,Female,0,Mahesh Reddy,71,Male,A195,1.0,2025-04-14T00:06:39,Karnataka,Ballari,Ballari City PS,KA50699,Ballari District & Sessions Court,Mahesh Reddy,,2025-04-14T00:06:39,C,KA36074,50195,8,129,1,1,2,7,1,2025-04-14 00:06:39,71,1,12,6,4,1,0,1,348,2322,3.81,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA35743,Abhishek Kuruba,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/111/2025/0196,CC/2025/050196,2025-12-08,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-12-07T20:38:25,2025-12-07T20:38:25,2025-12-08T00:38:25,17.399,76.836,"Incident near coordinates 17.399, 76.836",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Venkatesh Gowda,45,Private Employee,Hindu,General,Male,Prakash Nayak,29,Female,0,Nagaraj Joshi,52,Male,A196,1.0,2025-12-08T00:38:25,Karnataka,Kalaburagi,Kalaburagi City PS,KA85829,Kalaburagi District & Sessions Court,Nagaraj Joshi,,2025-12-08T00:38:25,C,KA76341,50196,7,111,1,1,2,8,1,2025-12-08 00:38:25,52,1,20,7,12,1,0,2,556,727,3.16,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA11195,Ganesh Joshi,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/101/2025/0197,CC/2025/050197,2025-08-30,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-08-28T17:48:14,2025-08-28T17:48:14,2025-08-30T05:48:14,17.307,76.8053,"Incident near coordinates 17.307, 76.8053",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Nayana Deshmukh,25,Private Employee,Hindu,General,Male,Sowmya Nayak,40,Female,0,Mahesh Hegde,42,Male,A197,1.0,2025-08-30T05:48:14,Karnataka,Kalaburagi,Kalaburagi City PS,KA91053,Kalaburagi District & Sessions Court,Mahesh Hegde,,2025-08-30T05:48:14,C,KA53817,50197,7,101,3,1,3,11,1,2025-08-30 05:48:14,42,1,17,4,8,0,0,1,923,3130,0.38,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA81207,Manjunath Rao,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/124/2025/0198,CC/2025/050198,2025-09-07,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-09-06T14:46:54,2025-09-06T14:46:54,2025-09-07T13:46:54,15.2226,76.8833,"Incident near coordinates 15.2226, 76.8833",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kumar Chavhan,46,Private Employee,Hindu,General,Male,Ambika Pujari,51,Female,0,Kavitha Reddy,72,Transgender,A198,1.0,2025-09-07T13:46:54,Karnataka,Ballari,Ballari City PS,KA97364,Ballari District & Sessions Court,Kavitha Reddy,,2025-09-07T13:46:54,C,KA81426,50198,8,124,2,1,3,13,1,2025-09-07 13:46:54,72,3,14,6,9,1,0,5,277,1290,1.1,3,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA26645,Ramesh Pujari,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/102/2025/0199,CC/2025/050199,2025-09-20,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-09-18T18:06:30,2025-09-18T18:06:30,2025-09-20T05:06:30,17.2877,76.8439,"Incident near coordinates 17.2877, 76.8439",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Nagaraj Joshi,46,Private Employee,Hindu,General,Male,Venkatesh Shetty,51,Female,0,Anand Pujari,71,Male,A199,1.0,2025-09-20T05:06:30,Karnataka,Kalaburagi,Kalaburagi City PS,KA67189,Kalaburagi District & Sessions Court,Anand Pujari,,2025-09-20T05:06:30,C,KA70400,50199,7,102,2,1,1,1,1,2025-09-20 05:06:30,71,1,18,4,9,0,0,1,296,2789,4.2,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA30117,Abhishek Deshmukh,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/117/2025/0200,CC/2025/050200,2025-11-03,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-11-02T18:18:48,2025-11-02T18:18:48,2025-11-03T20:18:48,15.186,76.9051,"Incident near coordinates 15.186, 76.9051",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Nagaraj Shetty,40,Private Employee,Hindu,General,Male,Divya Reddy,41,Female,0,Meenakshi Shetty,20,Female,A200,1.0,2025-11-03T20:18:48,Karnataka,Ballari,Ballari City PS,KA68702,Ballari District & Sessions Court,Meenakshi Shetty,,2025-11-03T20:18:48,C,KA13681,50200,8,117,3,1,2,8,1,2025-11-03 20:18:48,20,2,18,7,11,1,0,1,609,1165,2.51,3,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA39209,Prakash Chavhan,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/187/2025/0201,CC/2025/050201,2025-08-08,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-08-07T09:34:16,2025-08-07T09:34:16,2025-08-08T15:34:16,14.4551,75.8807,"Incident near coordinates 14.4551, 75.8807",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shilpa Bhat,23,Private Employee,Hindu,General,Male,Anand Chavhan,27,Female,0,Kumar Patil,21,Male,A201,1.0,2025-08-08T15:34:16,Karnataka,Davangere,Davangere Extension PS,KA16122,Davangere District & Sessions Court,Kumar Patil,,2025-08-08T15:34:16,C,KA10885,50201,12,187,1,2,4,14,1,2025-08-08 15:34:16,21,1,9,4,8,0,0,1,796,1221,1.19,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA55794,Ganesh Nayak,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/170/2025/0202,CC/2025/050202,2025-12-18,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-12-16T20:02:13,2025-12-16T20:02:13,2025-12-18T09:02:13,13.9679,75.6063,"Incident near coordinates 13.9679, 75.6063",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Mahesh Patil,39,Private Employee,Hindu,General,Male,Sunil Shetty,23,Female,0,Darshan Joshi,41,Male,A202,1.0,2025-12-18T09:02:13,Karnataka,Shivamogga,Shivamogga Town PS,KA32016,Shivamogga District & Sessions Court,Darshan Joshi,,2025-12-18T09:02:13,C,KA52236,50202,11,170,3,1,2,8,1,2025-12-18 09:02:13,41,1,20,2,12,0,0,1,781,2139,0.82,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA75937,Kiran Pujari,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/104/2025/0203,CC/2025/050203,2025-01-20,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-01-18T22:17:52,2025-01-18T22:17:52,2025-01-20T18:17:52,17.3577,76.8995,"Incident near coordinates 17.3577, 76.8995",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Pradeep Reddy,45,Private Employee,Hindu,General,Male,Kumar Shetty,60,Female,0,Sunil Kuruba,51,Male,A203,1.0,2025-01-20T18:17:52,Karnataka,Kalaburagi,Kalaburagi City PS,KA36250,Kalaburagi District & Sessions Court,Sunil Kuruba,,2025-01-20T18:17:52,C,KA50043,50203,7,104,1,1,1,1,1,2025-01-20 18:17:52,51,1,22,6,1,1,1,2,80,1294,0.87,3,0,0
FIR,Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA92246,Pradeep Naik,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/168/2025/0204,CC/2025/050204,2025-03-08,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-03-07T01:58:57,2025-03-07T01:58:57,2025-03-08T04:58:57,13.9161,75.5952,"Incident near coordinates 13.9161, 75.5952",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shivakumar Joshi,58,Private Employee,Hindu,General,Male,Shivakumar Kuruba,38,Female,0,Sunil Pujari,33,Male,A204,1.0,2025-03-08T04:58:57,Karnataka,Shivamogga,Shivamogga Town PS,KA75269,Shivamogga District & Sessions Court,Sunil Pujari,,2025-03-08T04:58:57,C,KA11301,50204,11,168,3,2,4,14,1,2025-03-08 04:58:57,33,1,1,5,3,0,1,1,641,664,2.34,4,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA76926,Ganesh Deshmukh,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/179/2025/0205,CC/2025/050205,2025-08-30,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-08-29T09:07:38,2025-08-29T09:07:38,2025-08-30T08:07:38,14.4237,75.888,"Incident near coordinates 14.4237, 75.888",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Rekha Pujari,55,Private Employee,Hindu,General,Male,Ramesh Deshmukh,41,Female,0,Darshan Gowda,72,Male,A205,1.0,2025-08-30T08:07:38,Karnataka,Davangere,Davangere Extension PS,KA78649,Davangere District & Sessions Court,Darshan Gowda,,2025-08-30T08:07:38,C,KA86257,50205,12,179,2,1,4,15,1,2025-08-30 08:07:38,72,1,9,5,8,0,0,2,393,2783,2.34,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA91542,Darshan Hegde,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/098/2025/0206,CC/2025/050206,2025-08-02,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-07-31T16:22:33,2025-07-31T16:22:33,2025-08-02T02:22:33,15.8707,74.5808,"Incident near coordinates 15.8707, 74.5808",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Deepa Patil,54,Private Employee,Hindu,General,Male,Raghavendra Gowda,21,Female,0,Suresh Hegde,35,Male,A206,1.0,2025-08-02T02:22:33,Karnataka,Belagavi,Belagavi City PS,KA59997,Belagavi District & Sessions Court,Suresh Hegde,,2025-08-02T02:22:33,C,KA30179,50206,6,98,3,1,1,2,1,2025-08-02 02:22:33,35,1,16,4,7,0,0,1,63,3448,2.77,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA13232,Manjunath Chavhan,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/086/2025/0207,CC/2025/050207,2025-09-04,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-09-02T03:13:30,2025-09-02T03:13:30,2025-09-04T03:13:30,15.9056,74.4706,"Incident near coordinates 15.9056, 74.4706",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Abhishek Gowda,39,Private Employee,Hindu,General,Male,Vijay Chavhan,22,Female,0,Prakash Reddy,40,Male,A207,1.0,2025-09-04T03:13:30,Karnataka,Belagavi,Belagavi City PS,KA83310,Belagavi District & Sessions Court,Prakash Reddy,,2025-09-04T03:13:30,C,KA74735,50207,6,86,2,1,2,6,1,2025-09-04 03:13:30,40,1,3,2,9,0,1,1,539,687,2.74,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA25861,Nagaraj Joshi,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/092/2025/0208,CC/2025/050208,2025-02-02,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-02-01T12:05:27,2025-02-01T12:05:27,2025-02-02T00:05:27,15.91,74.5678,"Incident near coordinates 15.91, 74.5678",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Puri,45,Private Employee,Hindu,General,Male,Divya Chavhan,45,Female,0,Ramesh Hegde,59,Male,A208,1.0,2025-02-02T00:05:27,Karnataka,Belagavi,Belagavi City PS,KA80978,Belagavi District & Sessions Court,Ramesh Hegde,,2025-02-02T00:05:27,C,KA39812,50208,6,92,3,1,2,7,1,2025-02-02 00:05:27,59,1,12,6,2,1,0,1,510,2473,4.42,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA29899,Ramesh Kuruba,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/169/2025/0209,CC/2025/050209,2025-07-09,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-07-08T00:26:51,2025-07-08T00:26:51,2025-07-09T19:26:51,14.016,75.5744,"Incident near coordinates 14.016, 75.5744",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Pradeep Gowda,59,Private Employee,Hindu,General,Male,Prakash Naik,24,Female,0,Rekha Joshi,41,Female,A209,1.0,2025-07-09T19:26:51,Karnataka,Shivamogga,Shivamogga Town PS,KA48756,Shivamogga District & Sessions Court,Rekha Joshi,,2025-07-09T19:26:51,C,KA76980,50209,11,169,1,1,1,2,1,2025-07-09 19:26:51,41,2,0,2,7,0,1,1,836,3397,2.33,1,1,0
