AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
2416,1408,Nidhi Bhandari,,1.0,A4
2417,1409,Xavier Srinivas,55.0,2.0,A1
2418,1409,Ekalinga Contractor,64.0,1.0,A2
2419,1409,Anita Ranganathan,,2.0,A3
2420,1410,Veer Mody,27.0,1.0,A1
2421,1411,Owen Rattan,60.0,1.0,A1
2422,1411,Yashoda Mangat,18.0,1.0,A2
2423,1411,Veer Solanki,57.0,2.0,A3
2424,1412,Janaki Nagar,56.0,1.0,A1
2425,1413,Amrita Bora,69.0,2.0,A1
2426,1414,Keya Kakar,15.0,1.0,A1
2427,1414,Shravya Taneja,24.0,2.0,A2
2428,1414,Qasim Bhasin,,1.0,A3
2429,1415,Nathan Aurora,35.0,1.0,A1
2430,1415,Watika Char,40.0,1.0,A2
2431,1416,Qushi Raval,61.0,2.0,A1
2432,1417,Nitesh Sandhu,32.0,3.0,A1
2433,1417,Veda Kashyap,62.0,2.0,A2
2434,1418,Harinakshi Wali,52.0,1.0,A1
2435,1418,Osha Pandey,15.0,1.0,A2
2436,1419,Falguni More,,2.0,A1
2437,1420,Maanav Bath,63.0,2.0,A1
2438,1420,Jai Biswas,41.0,2.0,A2
2439,1421,Tanmayi Mander,26.0,2.0,A1
2440,1422,Meghana Mohan,18.0,1.0,A1
2441,1423,Saksham Rajan,61.0,,A1
2442,1424,Niharika Konda,41.0,2.0,A1
2443,1424,Divya Kannan,24.0,1.0,A2
2444,1424,Rushil Barad,55.0,1.0,A3
2445,1424,Anita Sandhu,38.0,1.0,A4
2446,1425,Lajita Kapoor,,1.0,A1
2447,1425,Samesh Bawa,60.0,2.0,A2
2448,1426,Neel Wadhwa,46.0,3.0,A1
2449,1427,Farhan Murthy,,1.0,A1
2450,1428,Adweta Master,45.0,2.0,A1
2451,1429,Yash Kibe,28.0,2.0,A1
2452,1430,Aishani Badal,61.0,1.0,A1
2453,1430,Madhav Kapur,21.0,2.0,A2
2454,1430,Falguni Tella,68.0,2.0,A3
2455,1431,Oscar Contractor,50.0,2.0,A1
2456,1432,Reyansh Mangat,62.0,2.0,A1
2457,1433,Daksha Raj,,2.0,A1
2458,1433,Manbir Kapoor,28.0,2.0,A2
2459,1433,Ayaan Dhaliwal,36.0,1.0,A3
2460,1433,Hredhaan Deshpande,42.0,2.0,A4
2461,1434,Ranveer Narayanan,59.0,1.0,A1
2462,1434,Urishilla Agate,,1.0,A2
2463,1435,Ranbir Lad,46.0,1.0,A1
2464,1436,Kamala Bava,23.0,1.0,A1
2465,1436,Chaman Goswami,27.0,1.0,A2
2466,1437,Qadim Lanka,60.0,2.0,A1
2467,1437,Sarthak Chokshi,66.0,2.0,A2
2468,1438,Lohit Mand,53.0,2.0,A1
2469,1439,Devansh Shroff,44.0,,A1
2470,1440,Mohammed Kari,62.0,2.0,A1
2471,1441,Hamsini Golla,55.0,,A1
2472,1442,Vivaan Andra,33.0,1.0,A1
2473,1442,Amol Desai,68.0,1.0,A2
2474,1442,Nandini Chokshi,20.0,2.0,A3
2475,1442,Samarth Anne,44.0,1.0,A4
2476,1443,Ridhi Bir,23.0,2.0,A1
2477,1443,Priya Shan,25.0,1.0,A2
2478,1443,Advaith Sarma,33.0,1.0,A3
2479,1443,Lucky Sridhar,21.0,1.0,A4
2480,1444,Oscar Kashyap,64.0,2.0,A1
2481,1444,Vinaya Garde,69.0,1.0,A2
2482,1444,Ayush Kalita,,1.0,A3
2483,1445,Amol Chand,65.0,2.0,A1
2484,1446,Aashi Shere,35.0,1.0,A1
2485,1447,Qadim Lalla,28.0,1.0,A1
2486,1448,Manbir Nori,,1.0,A1
2487,1449,Aachal Tripathi,16.0,2.0,A1
2488,1449,Yug Sunder,25.0,1.0,A2
2489,1450,Yochana Barman,58.0,2.0,A1
2490,1451,Vedhika Manne,59.0,1.0,A1
2491,1451,Umang Dora,53.0,2.0,A2
2492,1451,Hemang Krishnamurthy,,1.0,A3
2493,1451,Pranav Nadkarni,21.0,2.0,A4
2494,1452,Thomas Sha,24.0,1.0,A1
2495,1452,Nihal Bail,40.0,1.0,A2
2496,1452,Bimala Doctor,22.0,2.0,A3
2497,1453,Aarav Zacharia,,2.0,A1
2498,1453,Samaksh Mann,29.0,1.0,A2
2499,1454,Yashoda Narayanan,35.0,1.0,A1
2500,1454,Anika Shetty,39.0,1.0,A2
2501,1454,Ojas Anne,41.0,2.0,A3
2502,1454,Krishna Tripathi,29.0,1.0,A4
2503,1455,Qabil Ranganathan,24.0,2.0,A1
2504,1455,Shaurya Dutta,,,A2
2505,1456,Nathaniel Parmer,68.0,1.0,A1
2506,1457,Lucky Desai,30.0,2.0,A1
2507,1457,Jyoti Dugar,28.0,1.0,A2
2508,1458,Diya Ratti,41.0,1.0,A1
2509,1459,Raagini Purohit,,1.0,A1
2510,1459,Gautami Lad,30.0,2.0,A2
2511,1460,Banjeet Bassi,43.0,2.0,A1
2512,1461,Girindra Ghose,69.0,2.0,A1
2513,1462,Radhika Sahni,,2.0,A1
2514,1463,Lopa More,44.0,1.0,A1
2515,1463,Kiaan Acharya,66.0,,A2
2516,1464,Yash Murthy,43.0,2.0,A1
2517,1464,Lipika Ratti,63.0,1.0,A2
2518,1464,Mohini Mukhopadhyay,43.0,2.0,A3
2519,1464,Radhika Dayal,,1.0,A4
2520,1465,Devansh Bath,47.0,2.0,A1
2521,1465,Nihal Kulkarni,59.0,1.0,A2
2522,1465,Isaiah Manda,22.0,1.0,A3
2523,1465,Yasti Choudhury,33.0,2.0,A4
2524,1466,Naveen Varkey,47.0,2.0,A1
2525,1467,Nimrat Bail,53.0,2.0,A1
2526,1467,Aarnav Bhatia,16.0,1.0,A2
2527,1468,Ekanta Batra,31.0,1.0,A1
2528,1468,Praneel Madan,,2.0,A2
2529,1468,Wahab Agarwal,,1.0,A3
2530,1468,Neel Sahni,21.0,2.0,A4
2531,1469,Nihal Shankar,63.0,1.0,A1
2532,1470,Samar Kala,34.0,3.0,A1
2533,1471,Mitali Sha,67.0,1.0,A1
2534,1472,Ranveer Dubey,36.0,2.0,A1
2535,1472,Sai Kara,16.0,2.0,A2
2536,1472,Hardik Zachariah,21.0,2.0,A3
2537,1473,Eshana Bahri,26.0,,A1
2538,1473,Vasatika Tailor,51.0,1.0,A2
2539,1473,Girish Bassi,32.0,,A3
2540,1474,Falan Datta,70.0,2.0,A1
2541,1474,Sai Rout,56.0,1.0,A2
2542,1475,Chandani Palla,41.0,2.0,A1
2543,1476,Onkar Pandya,57.0,2.0,A1
2544,1476,Lakshit Naik,67.0,,A2
2545,1476,Samarth Morar,44.0,2.0,A3
2546,1477,Sai Misra,17.0,1.0,A1
2547,1478,Anthony Aggarwal,69.0,2.0,A1
2548,1478,Damyanti Tank,16.0,1.0,A2
2549,1479,Yamini Mittal,22.0,1.0,A1
2550,1479,Nirja Shere,64.0,1.0,A2
2551,1479,Bhavya Shanker,15.0,1.0,A3
2552,1479,Samuel Rastogi,33.0,2.0,A4
2553,1480,Jagat Balay,66.0,2.0,A1
2554,1480,Mohini Dewan,28.0,1.0,A2
2555,1480,Balveer Ranganathan,44.0,1.0,A3
2556,1481,Jagrati Venkatesh,20.0,2.0,A1
2557,1482,Dalaja Zachariah,22.0,1.0,A1
2558,1482,Urvi Lala,38.0,1.0,A2
2559,1482,Idika Sagar,30.0,2.0,A3
2560,1483,Hemani Ramakrishnan,30.0,1.0,A1
2561,1484,Rehaan Sarma,58.0,2.0,A1
2562,1485,Jagat Wali,,1.0,A1
2563,1486,Prisha Pradhan,38.0,2.0,A1
2564,1487,Veda Mahal,54.0,1.0,A1
2565,1487,Pahal Rattan,43.0,2.0,A2
2566,1487,Nitesh Mitra,67.0,3.0,A3
2567,1487,Krishna Dhar,22.0,2.0,A4
2568,1488,Qarin Golla,,1.0,A1
2569,1488,Abhiram Narula,19.0,,A2
2570,1488,Tanveer Menon,37.0,1.0,A3
2571,1489,Chavvi Mani,16.0,1.0,A1
2572,1489,Kashish Kapoor,43.0,2.0,A2
2573,1490,Finn Devan,40.0,2.0,A1
2574,1490,Gauri Pall,58.0,1.0,A2
2575,1491,Joshua Goyal,33.0,1.0,A1
2576,1492,Naksh Sandal,67.0,1.0,A1
2577,1492,Yatin Pal,50.0,1.0,A2
2578,1492,Ekani Nair,48.0,1.0,A3
2579,1492,Pratyush Mody,25.0,1.0,A4
2580,1493,Yadavi Narang,65.0,1.0,A1
2581,1493,Jyoti Chad,29.0,2.0,A2
2582,1493,Ekalinga Bhakta,28.0,1.0,A3
2583,1493,Charles Wadhwa,,2.0,A4
2584,1494,Victor Pau,37.0,1.0,A1
2585,1495,Isaac Shenoy,16.0,2.0,A1
2586,1495,Ishani Mital,55.0,1.0,A2
2587,1496,Vihaan Suresh,21.0,1.0,A1
2588,1496,Tristan Hayer,33.0,2.0,A2
2589,1497,Qabil Sane,16.0,,A1
2590,1497,Yochana Som,57.0,1.0,A2
2591,1497,Ekansh Pandit,,1.0,A3
2592,1497,Varsha Soman,67.0,1.0,A4
2593,1498,Sai Mohan,42.0,2.0,A1
2594,1498,Eta Kala,39.0,1.0,A2
2595,1499,Raghav Master,23.0,1.0,A1
2596,1500,Nicholas Rao,65.0,2.0,A1
2597,1501,Krisha Sani,55.0,2.0,A1
2598,1502,Anay Wali,18.0,1.0,A1
2599,1503,Bina Mani,50.0,,A1
2600,1504,Falguni Pall,25.0,1.0,A1
2601,1504,Zarna Choudhry,70.0,2.0,A2
2602,1504,Praneel Dhar,60.0,3.0,A3
2603,1505,Siya Bumb,33.0,1.0,A1
2604,1506,Henry Butala,46.0,,A1
2605,1507,Ishaan Bumb,55.0,2.0,A1
2606,1508,Sai Sidhu,66.0,1.0,A1
2607,1509,Timothy Prakash,62.0,1.0,A1
2608,1510,Robert Date,60.0,2.0,A1
2609,1511,Yuvraj Walia,50.0,2.0,A1
2610,1511,Urvi Mohanty,49.0,1.0,A2
2611,1511,Divya Palla,70.0,2.0,A3
2612,1512,Brijesh Mander,44.0,1.0,A1
2613,1513,Watika Jha,,2.0,A1
2614,1513,Neelima Dey,23.0,2.0,A2
2615,1514,Shaurya Pandit,48.0,1.0,A1
2616,1514,Darpan Amble,,2.0,A2
2617,1515,Libni Prashad,56.0,1.0,A1
2618,1516,Ladli Mannan,29.0,2.0,A1
2619,1517,Vedika Gopal,,2.0,A1
2620,1518,Hemal Krish,,1.0,A1
2621,1518,Peter Verma,26.0,1.0,A2
2622,1518,Krishna Kumer,44.0,1.0,A3
2623,1519,Ekiya Jayaraman,30.0,1.0,A1
2624,1520,Baljiwan Gulati,63.0,2.0,A1
2625,1521,Adya Lad,,2.0,A1
2626,1521,Sudiksha D’Alia,39.0,2.0,A2
2627,1522,Warhi Ratti,19.0,2.0,A1
2628,1523,Warjas Narasimhan,26.0,,A1
2629,1524,Hitesh Rajagopal,49.0,1.0,A1
2630,1524,Bakhshi Jain,56.0,2.0,A2
2631,1524,Sathvik Thakur,20.0,1.0,A3
2632,1524,Yashica Tak,42.0,2.0,A4
2633,1525,Tanish Ravel,68.0,2.0,A1
2634,1526,Abhiram Arora,29.0,1.0,A1
2635,1527,Meghana Deol,41.0,1.0,A1
2636,1527,Aishani Ganesan,55.0,2.0,A2
2637,1528,Ishani Seshadri,49.0,2.0,A1
2638,1529,Daksh Talwar,,1.0,A1
2639,1530,Faqid Bhargava,70.0,1.0,A1
2640,1530,Dayamai Chaudhary,21.0,2.0,A2
2641,1530,Maanas Malhotra,,1.0,A3
2642,1531,Samarth Goswami,62.0,1.0,A1
2643,1531,Kashvi Brar,27.0,2.0,A2
2644,1531,Chanchal Dhawan,56.0,2.0,A3
2645,1532,Harish Chokshi,67.0,1.0,A1
2646,1533,Chandresh Soman,67.0,1.0,A1
2647,1534,Warjas Raman,22.0,1.0,A1
2648,1534,Krishna Boase,33.0,1.0,A2
2649,1535,Vamakshi Munshi,55.0,2.0,A1
2650,1535,Darpan Char,67.0,1.0,A2
2651,1535,Yagnesh Deshpande,41.0,2.0,A3
2652,1536,Ranveer Banerjee,,1.0,A1
2653,1537,Benjamin Upadhyay,25.0,1.0,A1
2654,1537,Faqid Ramakrishnan,65.0,1.0,A2
2655,1538,Ati Reddy,,2.0,A1
2656,1538,Warhi Choudhry,21.0,1.0,A2
2657,1539,Yash Ray,,2.0,A1
2658,1540,Mekhala Aurora,54.0,1.0,A1
2659,1540,Hema Golla,66.0,,A2
2660,1541,Sanaya Som,27.0,2.0,A1
2661,1542,Kalpit Singhal,52.0,1.0,A1
2662,1543,Isaac Raja,,1.0,A1
2663,1543,Karan Cherian,41.0,2.0,A2
2664,1543,Indrajit Nagarajan,17.0,3.0,A3
2665,1544,Yoshita Sama,65.0,1.0,A1
2666,1545,Devika Shan,,2.0,A1
2667,1546,Bachittar Swaminathan,,1.0,A1
2668,1546,Kalpit Chada,,1.0,A2
2669,1546,Charita Bassi,49.0,1.0,A3
2670,1547,Eshana Karpe,,3.0,A1
2671,1547,Amruta Uppal,28.0,2.0,A2
2672,1548,Udarsh Wable,62.0,1.0,A1
2673,1549,Om Bhatti,23.0,1.0,A1
2674,1549,Ryan Swamy,30.0,2.0,A2
2675,1549,Akshay Parmer,22.0,1.0,A3
2676,1550,Yuvraj Manne,46.0,2.0,A1
2677,1550,Sudiksha Khatri,,2.0,A2
2678,1550,Aayush Aggarwal,24.0,2.0,A3
2679,1551,George Rajagopalan,43.0,2.0,A1
2680,1552,Chaitanya Rama,55.0,1.0,A1
2681,1553,Lipika Konda,21.0,2.0,A1
2682,1554,Jagat Chatterjee,17.0,1.0,A1
2683,1555,Kala Lad,57.0,2.0,A1
2684,1555,Yachana Dhaliwal,33.0,2.0,A2
2685,1555,Mason Badami,19.0,1.0,A3
2686,1555,Abha Arora,47.0,2.0,A4
2687,1556,Nirja Balan,23.0,1.0,A1
2688,1556,Ekanta Prashad,64.0,,A2
2689,1557,Lakshit Loke,34.0,2.0,A1
2690,1558,Tristan Varghese,52.0,1.0,A1
2691,1559,Watika Lala,29.0,2.0,A1
2692,1560,Hemangini Sha,27.0,2.0,A1
2693,1560,Abhiram Menon,15.0,,A2
2694,1561,Falak Pal,17.0,2.0,A1
2695,1562,Aishani Sandhu,42.0,1.0,A1
2696,1562,Arjun Bhagat,65.0,,A2
2697,1563,Joshua Sane,63.0,2.0,A1
2698,1564,Advay Tank,47.0,2.0,A1
2699,1564,Radhika Nair,65.0,2.0,A2
2700,1565,Theodore Mital,17.0,1.0,A1
2701,1565,Aryan Chhabra,66.0,1.0,A2
2702,1566,Dayamai Swamy,68.0,1.0,A1
2703,1567,Nimrat Warrior,35.0,1.0,A1
2704,1568,Meera Sethi,62.0,2.0,A1
2705,1568,Yashodhara Ramanathan,,2.0,A2
2706,1569,Faraj Sathe,63.0,2.0,A1
2707,1570,Faris Dutta,32.0,1.0,A1
2708,1570,Sarthak Pathak,28.0,1.0,A2
2709,1571,Wahab Munshi,52.0,2.0,A1
2710,1571,Shaurya Mohanty,32.0,2.0,A2
2711,1572,Gabriel Nayar,55.0,1.0,A1
2712,1572,Zayyan Parekh,16.0,2.0,A2
2713,1573,Faris Wali,42.0,1.0,A1
2714,1573,Ubika Krish,,2.0,A2
2715,1574,Dhruv Wable,24.0,2.0,A1
2716,1574,Oni Yadav,43.0,2.0,A2
2717,1575,Harrison Bassi,63.0,,A1
2718,1575,Gavin Dyal,,2.0,A2
2719,1575,Deepa Hayre,51.0,,A3
2720,1576,Charan Mukhopadhyay,28.0,2.0,A1
2721,1577,Chatresh Bhardwaj,62.0,2.0,A1
2722,1577,Nihal Bhatia,44.0,1.0,A2
2723,1578,Bachittar Arya,27.0,2.0,A1
2724,1579,Hardik Shukla,,2.0,A1
2725,1580,Yashica Kuruvilla,25.0,2.0,A1
2726,1580,Bhavani Shukla,18.0,2.0,A2
2727,1580,Janya Andra,50.0,2.0,A3
2728,1581,Noah Dar,17.0,2.0,A1
2729,1582,Upadhriti Bhalla,68.0,3.0,A1
2730,1582,Upadhriti Choudhury,,2.0,A2
2731,1583,Leena Krishnamurthy,,,A1
2732,1583,Vritti Dara,15.0,3.0,A2
2733,1584,Hitesh Amble,,,A1
2734,1584,Bhavini Aurora,60.0,2.0,A2
2735,1585,Chaaya Hari,,1.0,A1
2736,1586,Baljiwan Rajagopalan,47.0,1.0,A1
2737,1586,Indira Shah,37.0,2.0,A2
2738,1587,Yatan Patla,,2.0,A1
2739,1588,Maanav Rama,35.0,1.0,A1
2740,1588,Aayush Srinivasan,50.0,1.0,A2
2741,1589,Naksh Manda,30.0,3.0,A1
2742,1589,Isaiah Yohannan,50.0,1.0,A2
2743,1590,Arjun Anne,52.0,1.0,A1
2744,1591,Chakradhar Din,52.0,1.0,A1
2745,1592,Bina Raval,,2.0,A1
2746,1593,Aarush Nanda,28.0,1.0,A1
2747,1594,Vritti Tiwari,63.0,1.0,A1
2748,1594,Jason Nagarajan,53.0,1.0,A2
2749,1595,Saumya Tailor,49.0,1.0,A1
2750,1596,Harita Pathak,53.0,1.0,A1
2751,1596,Mohammed Puri,25.0,,A2
2752,1596,Triya Dyal,70.0,1.0,A3
2753,1597,Kala Mammen,32.0,2.0,A1
2754,1598,Riya Chaudry,17.0,3.0,A1
2755,1599,Janaki Rajagopalan,19.0,1.0,A1
2756,1599,Vasana Wali,27.0,1.0,A2
2757,1599,Vasana Bhat,63.0,1.0,A3
2758,1600,Quincy Sathe,20.0,2.0,A1
2759,1600,Elijah Mitra,44.0,2.0,A2
2760,1601,Quincy Varty,,1.0,A1
2761,1602,Samuel Dhawan,15.0,1.0,A1
2762,1603,Jeremiah Kamdar,56.0,1.0,A1
2763,1603,Yamini Soman,29.0,1.0,A2
2764,1604,Vivaan Goda,69.0,2.0,A1
2765,1605,Urvi Iyengar,28.0,1.0,A1
2766,1606,Dipta Handa,29.0,1.0,A1
2767,1606,Nisha Seshadri,62.0,1.0,A2
2768,1606,Urvi Tella,44.0,3.0,A3
2769,1607,Faraj Bala,,1.0,A1
2770,1607,Aashi Din,,1.0,A2
2771,1608,Pranit Bhasin,41.0,1.0,A1
2772,1608,Parth Din,21.0,2.0,A2
2773,1608,Harshil Cherian,,2.0,A3
2774,1609,Hredhaan Sampath,55.0,2.0,A1
2775,1609,Dakshesh Menon,69.0,2.0,A2
2776,1609,Kamya Comar,24.0,1.0,A3
2777,1610,Hemang Sandal,20.0,2.0,A1
2778,1611,Akshay Chandran,44.0,1.0,A1
2779,1612,Pahal Bakshi,64.0,2.0,A1
2780,1612,Shravya Shetty,40.0,1.0,A2
2781,1612,Tarak Buch,,2.0,A3
2782,1612,Rishi Sehgal,63.0,2.0,A4
2783,1613,Qasim Sachdev,68.0,2.0,A1
2784,1614,Ridhi Dutta,25.0,1.0,A1
2785,1615,Bachittar Rao,19.0,,A1
2786,1615,Abha Bhat,38.0,1.0,A2
2787,1616,Turvi Dugar,24.0,,A1
2788,1617,Tristan Pall,,2.0,A1
2789,1618,Onveer Setty,46.0,2.0,A1
2790,1618,Daksha Parekh,58.0,1.0,A2
2791,1618,Vrinda Lanka,,1.0,A3
2792,1619,Aarnav Sahota,40.0,,A1
2793,1620,Harshil Garg,,2.0,A1
2794,1621,Naksh Pall,52.0,1.0,A1
2795,1622,Mitesh Prasad,32.0,2.0,A1
2796,1622,Hemangini Bhargava,23.0,2.0,A2
2797,1623,Nidhi Thaman,,1.0,A1
2798,1623,Sathvik Hari,51.0,2.0,A2
2799,1623,Reyansh Gaba,48.0,1.0,A3
2800,1623,Yatin Ramesh,30.0,1.0,A4
2801,1624,Jason Date,70.0,1.0,A1
2802,1624,Anamika Chana,43.0,2.0,A2
2803,1624,Dakshesh Sawhney,38.0,2.0,A3
2804,1625,Xavier Taneja,49.0,2.0,A1
2805,1625,Rudra Borra,34.0,2.0,A2
2806,1625,Tripti More,40.0,2.0,A3
2807,1625,Arunima Dutta,44.0,1.0,A4
2808,1626,Sara Oommen,52.0,2.0,A1
2809,1626,Kevin Golla,,2.0,A2
2810,1627,Eiravati Dora,32.0,1.0,A1
2811,1627,Zayan Rajagopal,47.0,1.0,A2
2812,1628,Avi Agrawal,27.0,3.0,A1
2813,1629,Irya Karpe,36.0,1.0,A1
2814,1630,Liam Chaudhry,24.0,2.0,A1
2815,1630,Chandani Khanna,32.0,2.0,A2
2816,1631,Unnati Date,32.0,2.0,A1
2817,1632,Pranit Amble,32.0,,A1
2818,1632,Vasudha Tailor,21.0,2.0,A2
2819,1632,Raagini Tailor,42.0,1.0,A3
2820,1633,Girish Parmar,20.0,1.0,A1
2821,1634,Dakshesh Venkatesh,67.0,2.0,A1
2822,1634,Yahvi Parmer,,2.0,A2
2823,1635,Orinder Badami,23.0,3.0,A1
2824,1636,Nathan Gera,22.0,3.0,A1
2825,1636,Inaya Anand,31.0,2.0,A2
2826,1637,Zayan Gole,,2.0,A1
2827,1638,Bhavna Gill,65.0,1.0,A1
2828,1639,Krish Rout,63.0,2.0,A1
2829,1639,Aadi Lala,,2.0,A2
2830,1640,Vansha Mane,42.0,,A1
2831,1641,Yatan Prabhakar,43.0,1.0,A1
2832,1641,Peter Desai,,1.0,A2
2833,1641,Chanchal Sheth,58.0,,A3
2834,1642,Ansh Wadhwa,,1.0,A1
2835,1642,Triya Sunder,24.0,,A2
2836,1643,Christopher Som,65.0,1.0,A1
2837,1643,Kai Raman,59.0,2.0,A2
2838,1644,Vedant Sheth,,3.0,A1
2839,1644,Ryan Madan,37.0,2.0,A2
2840,1645,Ishwar Arora,58.0,1.0,A1
2841,1646,Anya Mani,51.0,2.0,A1
2842,1646,Ronith Sharaf,35.0,1.0,A2
2843,1647,Chakradev Mall,67.0,1.0,A1
2844,1648,Anmol Chadha,38.0,1.0,A1
2845,1648,Ranbir Gera,56.0,1.0,A2
2846,1649,Darika Loke,16.0,1.0,A1
2847,1649,Faras Taneja,39.0,2.0,A2
2848,1649,Theodore Luthra,,2.0,A3
2849,1649,Priya Nayak,,2.0,A4
2850,1650,Jagrati Memon,49.0,,A1
2851,1650,Umang Radhakrishnan,22.0,2.0,A2
2852,1651,Dev Arora,63.0,2.0,A1
2853,1651,Harinakshi Karan,57.0,1.0,A2
2854,1651,Dhriti Subramaniam,39.0,2.0,A3
2855,1651,Owen Chand,,1.0,A4
2856,1652,Dalaja Suresh,17.0,,A1
2857,1652,Girindra Memon,49.0,2.0,A2
2858,1652,Tamanna Tiwari,,,A3
2859,1652,Anya Kala,50.0,2.0,A4
2860,1653,Ojasvi Kunda,19.0,1.0,A1
2861,1653,Unni Deep,41.0,1.0,A2
2862,1654,Darpan Dixit,,2.0,A1
2863,1655,Warinder Patla,26.0,1.0,A1
2864,1656,Sachi Loke,31.0,1.0,A1
2865,1657,Nidhi Sinha,57.0,1.0,A1
2866,1657,Krishna Goswami,37.0,1.0,A2
2867,1657,Osha Roy,,2.0,A3
2868,1658,Samesh Sachdeva,19.0,2.0,A1
2869,1658,Daksha Gara,58.0,3.0,A2
2870,1658,Mugdha Bajwa,24.0,2.0,A3
2871,1658,Ekantika Bains,51.0,2.0,A4
2872,1659,Pahal Brahmbhatt,,2.0,A1
2873,1659,Saanvi Balan,35.0,3.0,A2
2874,1660,Rehaan Goel,20.0,1.0,A1
2875,1661,Samar Kaul,17.0,1.0,A1
2876,1662,Nakul Balan,67.0,1.0,A1
2877,1663,Isaiah Mandal,19.0,2.0,A1
2878,1663,Omya Sengupta,39.0,2.0,A2
2879,1664,Ranveer Agate,69.0,1.0,A1
2880,1664,Aarna Wali,18.0,2.0,A2
2881,1665,Oeshi Sinha,19.0,1.0,A1
2882,1665,Libni Puri,24.0,2.0,A2
2883,1665,Tristan Comar,27.0,2.0,A3
2884,1666,Falguni Agarwal,41.0,2.0,A1
2885,1667,Nitara Misra,,2.0,A1
2886,1668,Zarna Bhatti,48.0,1.0,A1
2887,1669,Chaman Mistry,15.0,3.0,A1
2888,1670,Gaurang Borra,44.0,1.0,A1
2889,1671,Urmi Ravi,24.0,2.0,A1
2890,1672,Parth Sama,62.0,1.0,A1
2891,1673,Qarin Kulkarni,70.0,1.0,A1
2892,1673,Vedhika Ahuja,30.0,,A2
2893,1673,Pranav Apte,52.0,1.0,A3
2894,1673,Luke Misra,39.0,1.0,A4
2895,1674,Udant Shanker,26.0,2.0,A1
2896,1674,Yuvraj Andra,53.0,2.0,A2
2897,1674,Amaira Seth,20.0,1.0,A3
2898,1675,Chaaya Kibe,,1.0,A1
2899,1675,Eesha Deol,49.0,1.0,A2
2900,1675,Brijesh Pandey,31.0,2.0,A3
2901,1676,Jhalak Mallick,64.0,,A1
2902,1677,Yuvraj Vasa,41.0,3.0,A1
2903,1677,Aradhana Ratta,29.0,2.0,A2
2904,1678,Lakshmi Rau,55.0,2.0,A1
2905,1679,Vedhika Ghosh,54.0,3.0,A1
2906,1680,Nirja Dave,22.0,,A1
2907,1681,Krishna Dubey,32.0,2.0,A1
2908,1681,Tanveer Nagi,29.0,2.0,A2
2909,1682,Kashish Saraf,,2.0,A1
2910,1683,Ryan Wable,60.0,1.0,A1
2911,1684,Aayush Bhavsar,33.0,1.0,A1
2912,1684,Chameli Bawa,27.0,2.0,A2
2913,1685,Charita Dani,,1.0,A1
2914,1685,Samarth Varty,,1.0,A2
2915,1685,Ekanta Doshi,48.0,1.0,A3
2916,1685,Kevin Bali,62.0,2.0,A4
2917,1686,Advay Narayan,,2.0,A1
2918,1686,Christopher Venkataraman,,,A2
2919,1687,Priya Chaudry,29.0,1.0,A1
2920,1688,Janya Korpal,67.0,1.0,A1
2921,1689,Gauri Srinivasan,,1.0,A1
2922,1689,Bina Ahuja,,1.0,A2
2923,1689,Yug Mohanty,19.0,3.0,A3
2924,1690,Rishi Subramaniam,46.0,2.0,A1
2925,1691,Warhi Hegde,39.0,1.0,A1
2926,1691,Ethan Taneja,50.0,1.0,A2
2927,1692,Rushil Varty,,1.0,A1
2928,1692,Rishi Kade,,2.0,A2
2929,1693,Anvi Sen,,2.0,A1
2930,1694,Ojasvi Dave,66.0,1.0,A1
2931,1695,Faraj Bora,17.0,2.0,A1
2932,1696,Indira Rajagopal,55.0,1.0,A1
2933,1697,Hemangini Pal,30.0,1.0,A1
2934,1698,Jasmit Kothari,69.0,1.0,A1
2935,1698,Mitali Batta,,1.0,A2
2936,1699,Advik Mukhopadhyay,18.0,2.0,A1
2937,1700,Pranav Bumb,,2.0,A1
2938,1701,Arya Bail,50.0,2.0,A1
2939,1702,Rajeshri Jhaveri,39.0,2.0,A1
2940,1702,Warjas Oommen,70.0,2.0,A2
2941,1702,Kevin Iyengar,68.0,1.0,A3
2942,1703,Yashasvi Subramanian,56.0,2.0,A1
2943,1703,Om Barman,48.0,1.0,A2
2944,1704,Ryan Dhillon,50.0,2.0,A1
2945,1705,Hamsini Batta,63.0,3.0,A1
2946,1705,Nicholas Rastogi,52.0,,A2
2947,1705,Quincy Dar,,2.0,A3
2948,1706,Upma Amble,33.0,3.0,A1
2949,1706,Vansha Mahajan,37.0,2.0,A2
2950,1706,Arya Minhas,24.0,2.0,A3
2951,1707,Ethan Nori,18.0,2.0,A1
2952,1707,Anita Sama,15.0,2.0,A2
2953,1707,Lila Reddy,27.0,2.0,A3
2954,1708,Januja Kata,61.0,1.0,A1
2955,1708,Lakshit Rajagopalan,68.0,2.0,A2
2956,1709,Abeer Kalita,37.0,1.0,A1
2957,1710,Warjas Barman,69.0,2.0,A1
2958,1710,Meghana Khare,64.0,2.0,A2
2959,1710,Abhiram Prabhakar,,1.0,A3
2960,1711,Caleb Dani,50.0,1.0,A1
2961,1712,Arin Lala,34.0,2.0,A1
2962,1712,Nakul Iyengar,15.0,2.0,A2
2963,1712,Kamala Sibal,16.0,1.0,A3
2964,1713,Qushi Bassi,17.0,2.0,A1
2965,1713,Ubika Palla,29.0,2.0,A2
