ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
643,643,Kalpit Narula,,,,,2
644,644,Rayaan Hans,18.0,,,,1
645,645,Rehaan Sahota,,,,,1
646,646,Vasudha Saini,45.0,,,,2
647,647,Madhavi Rattan,29.0,,,,1
648,648,Chavvi Kannan,59.0,,,,2
649,649,Charan Kothari,37.0,,,,1
650,650,Chaitaly Nair,40.0,,,,1
651,651,Amol Yogi,27.0,,,,2
652,652,Nachiket Sehgal,,,,,2
653,653,Meera Guha,38.0,,,,1
654,654,Harish Vyas,49.0,,,,2
655,655,Yuvraj Chacko,62.0,,,,2
656,656,Sachi Gade,50.0,,,,1
657,657,Jatin Bail,73.0,,,,1
658,658,Manan Pandit,,,,,2
659,659,Ishanvi Bose,49.0,,,,2
660,660,Charvi Mangat,56.0,,,,1
661,661,Isaiah Sane,40.0,,,,1
662,662,Ira Nagar,29.0,,,,1
663,663,Waida Walia,49.0,,,,1
664,664,Kiaan Choudhary,71.0,,,,2
665,665,Oviya Kibe,25.0,,,,2
666,666,Chatura Cherian,21.0,,,,1
667,667,Advik Saha,18.0,,,,1
668,668,Geetika Sawhney,57.0,,,,2
669,669,Yahvi Dyal,35.0,,,,2
670,670,Anita Chanda,34.0,,,,2
671,671,Qarin Brahmbhatt,45.0,,,,1
672,672,Kamya Samra,26.0,,,,1
673,673,Nicholas Chhabra,,,,,1
674,674,Dayamai Anand,44.0,,,,1
675,675,Nikita Thakur,47.0,,,,1
676,676,Ubika Brar,27.0,,,,1
677,677,Bina Parsa,,,,,1
678,678,Luke More,55.0,,,,1
679,679,Ekavir Gola,32.0,,,,1
680,680,Bhavini Rattan,19.0,,,,2
681,681,Fiyaz Sachdev,70.0,,,,1
682,682,Udant Rama,62.0,,,,2
683,683,Hritik Ranganathan,43.0,,,,1
684,684,Madhav Kala,24.0,,,,1
685,685,Tanay Bhagat,55.0,,,,1
686,686,Siya Saini,57.0,,,,1
687,687,Chameli Gala,20.0,,,,2
688,688,Rajeshri Pant,30.0,,,,2
689,689,Manbir Tata,29.0,,,,2
690,690,Ojas Purohit,31.0,,,,3
691,691,Amol Mittal,26.0,,,,2
692,692,Indira Pandey,31.0,,,,2
693,693,Hemang Chakraborty,29.0,,,,1
694,694,Jeet Panchal,53.0,,,,1
695,695,Oeshi Bali,45.0,,,,2
696,696,Onkar Sani,50.0,,,,2
697,697,Rajeshri Kashyap,40.0,,,,1
698,698,Ekantika Jani,48.0,,,,2
699,699,Kalpit Setty,26.0,,,,1
700,700,Arin Chauhan,,,,,2
701,701,Pranit Chander,65.0,,,,2
702,702,Vidhi Bose,,,,,1
703,703,Idika Sule,58.0,,,,1
704,704,Lakshit Kannan,58.0,,,,1
705,705,Harshil Muni,,,,,1
706,706,Eiravati Chokshi,72.0,,,,2
707,707,Oliver Bandi,21.0,,,,2
708,708,Kamya Dhillon,58.0,,,,1
709,709,Dominic Rajan,18.0,,,,1
710,710,Chakradhar Maharaj,36.0,,,,1
711,711,Bhavani Deep,23.0,,,,1
712,712,Hiral Ratta,33.0,,,,1
713,713,Wakeeta Dara,40.0,,,,2
714,714,Henry Naidu,40.0,,,,1
715,715,Charles Lad,64.0,,,,2
716,716,Ladli Madan,74.0,,,,1
717,717,Odika Sekhon,44.0,,,,2
718,718,Xavier Jha,29.0,,,,1
719,719,Vinaya Cheema,,,,,1
720,720,Yamini Cherian,68.0,,,,1
721,721,Mugdha Guha,69.0,,,,2
722,722,Triya Chhabra,56.0,,,,2
723,723,Indira Lanka,67.0,,,,1
724,724,Yadavi Sankar,,,,,1
725,725,Lavanya Sami,48.0,,,,1
726,726,Zilmil Sant,59.0,,,,2
727,727,Balendra Lata,37.0,,,,1
728,728,Idika Mani,32.0,,,,1
729,729,William Garde,29.0,,,,1
730,730,Aishani Bose,,,,,1
731,731,Girindra Chaudhry,55.0,,,,1
732,732,Zehaan Patla,67.0,,,,3
733,733,Manbir Roy,48.0,,,,2
734,734,Jagvi Jhaveri,47.0,,,,2
735,735,Mahika Sahni,32.0,,,,1
736,736,Bhavya Choudhary,38.0,,,,1
737,737,Nicholas Mitter,73.0,,,,2
738,738,Teerth Mandal,37.0,,,,2
739,739,Lakshit Palla,,,,,2
740,740,Rachana Buch,31.0,,,,1
741,741,Krishna Saha,68.0,,,,2
742,742,Lakshit Vyas,71.0,,,,2
743,743,Joshua Memon,66.0,,,,2
744,744,Chatura Chad,51.0,,,,2
745,745,Garima Bhat,33.0,,,,1
746,746,Laban Kapoor,43.0,,,,2
747,747,Jai Venkatesh,,,,,2
748,748,Qarin Keer,20.0,,,,2
749,749,Harish Tailor,57.0,,,,2
750,750,Pavani Divan,55.0,,,,1
751,751,Bahadurjit Saxena,69.0,,,,2
752,752,Ikshita Vohra,67.0,,,,2
753,753,Tripti Dey,26.0,,,,1
754,754,Kai Naik,29.0,,,,2
755,755,Vamakshi Naik,74.0,,,,2
756,756,David Krishna,54.0,,,,2
757,757,Rohan Krishnan,40.0,,,,1
758,758,Gopal Jani,56.0,,,,1
759,759,Lakshit Bhavsar,45.0,,,,2
760,760,Ekansh Dugar,53.0,,,,2
761,761,Mohini Bhandari,50.0,,,,2
762,762,Daniel Dewan,49.0,,,,2
763,763,Hiral Bobal,47.0,,,,1
764,764,Balendra Taneja,23.0,,,,2
765,765,Christopher Bal,30.0,,,,1
766,766,Lakshit D’Alia,22.0,,,,2
767,767,George Anne,48.0,,,,1
768,768,Reva Gole,,,,,1
769,769,Faraj Bose,54.0,,,,1
770,770,Jeevika Master,47.0,,,,1
771,771,Samar Devan,53.0,,,,2
772,772,Ishaan Bail,,,,,2
773,773,Warhi Bahl,,,,,1
774,774,Qarin Sankar,50.0,,,,1
775,775,Radha Sane,70.0,,,,2
776,776,Wazir Deo,47.0,,,,1
777,777,Ekani Lalla,59.0,,,,2
778,778,Tejas Rege,49.0,,,,1
779,779,Aarna Majumdar,47.0,,,,1
780,780,Viraj Contractor,73.0,,,,2
781,781,Amol Pandit,,,,,1
782,782,Isaiah Vaidya,32.0,,,,2
783,783,Gautami Reddy,39.0,,,,3
784,784,Bina Doctor,20.0,,,,1
785,785,Tanveer Radhakrishnan,45.0,,,,1
786,786,Edhitha Luthra,,,,,1
787,787,Wridesh Saxena,39.0,,,,1
788,788,Veda Karpe,51.0,,,,1
789,789,Jai Sahota,,,,,2
790,790,Ojas Bora,20.0,,,,1
791,791,Jagat Nayar,53.0,,,,2
792,792,Vansha Desai,23.0,,,,2
793,793,Ladli Nagi,72.0,,,,2
794,794,Wakeeta Om,22.0,,,,2
795,795,Benjamin Kade,65.0,,,,2
796,796,Noah Dani,31.0,,,,2
797,797,Aashi Cherian,61.0,,,,1
798,798,Abeer Suresh,39.0,,,,3
799,799,Jagdish Saxena,,,,,1
800,800,Falan Narain,49.0,,,,2
801,801,Harish Verma,26.0,,,,1
802,802,Thomas Hayre,,,,,2
803,803,Sathvik Gokhale,30.0,,,,1
804,804,Brinda Sundaram,49.0,,,,1
805,805,Pavani D’Alia,18.0,,,,1
806,806,Wahab Balakrishnan,48.0,,,,1
807,807,Advika Nadkarni,54.0,,,,1
808,808,Harinakshi Bath,35.0,,,,2
809,809,Imaran Narayan,71.0,,,,2
810,810,Dev Bawa,59.0,,,,1
811,811,Veer Mannan,43.0,,,,1
812,812,Yachana Rao,53.0,,,,2
813,813,Yug Bandi,,,,,2
814,814,Faraj Borah,,,,,2
815,815,Yauvani Bajaj,32.0,,,,2
816,816,Girik Kapadia,66.0,,,,2
817,817,Kashish Chokshi,20.0,,,,1
818,818,Gaurangi Dhawan,45.0,,,,1
819,819,Viraj Bhargava,,,,,1
820,820,Amrita Kadakia,,,,,1
821,821,Yoshita Bumb,31.0,,,,1
822,822,Zinal Dara,56.0,,,,2
823,823,Onkar Vohra,,,,,2
824,824,Lohit Mannan,21.0,,,,2
825,825,Omaja Gola,,,,,2
826,826,Upadhriti Dugar,20.0,,,,2
827,827,Jhalak Rau,31.0,,,,2
828,828,Ganga Malhotra,28.0,,,,2
829,829,Faras Ben,45.0,,,,1
830,830,Urvi Pant,,,,,1
831,831,Vrishti Krishna,45.0,,,,2
832,832,Praneel Anne,27.0,,,,1
833,833,Bahadurjit Maharaj,62.0,,,,1
834,834,Oscar Solanki,,,,,1
835,835,Dipta Chatterjee,54.0,,,,2
836,836,Omaja Bhat,,,,,2
837,837,Anusha Panchal,20.0,,,,1
838,838,Omkaar Anne,69.0,,,,2
839,839,Ladli Mangat,66.0,,,,2
840,840,Aishani Chanda,56.0,,,,1
841,841,Lekha Dugal,22.0,,,,1
842,842,Advika Balay,66.0,,,,1
843,843,Kashish Purohit,40.0,,,,2
844,844,Vaishnavi Natt,25.0,,,,2
845,845,Quincy Bains,64.0,,,,1
846,846,Vivaan Tripathi,25.0,,,,2
847,847,Yauvani Ganesan,65.0,,,,2
848,848,Warinder Jani,66.0,,,,1
849,849,Urishilla Ramesh,24.0,,,,1
850,850,Kabir Nadkarni,26.0,,,,1
851,851,Idika Suresh,68.0,,,,3
852,852,Faras Karpe,65.0,,,,2
853,853,Oviya Gola,43.0,,,,1
854,854,Naveen Nagar,,,,,2
855,855,Pahal Bhagat,44.0,,,,1
856,856,Leela Buch,28.0,,,,1
857,857,Baghyawati Baral,20.0,,,,1
858,858,Anay Sekhon,32.0,,,,1
859,859,Yuvraj Gill,,,,,1
860,860,Eta Pradhan,39.0,,,,1
861,861,Chasmum Sami,,,,,1
862,862,Yoshita Zacharia,27.0,,,,2
863,863,Mohini Golla,29.0,,,,1
864,864,Timothy Kar,,,,,1
865,865,Advik Oza,36.0,,,,1
866,866,Bachittar Brar,71.0,,,,2
867,867,Kritika Dasgupta,51.0,,,,2
868,868,Nathan Rattan,35.0,,,,2
869,869,Naksh Goel,67.0,,,,2
870,870,Leela Sahota,73.0,,,,1
871,871,Nilima Bajaj,70.0,,,,1
872,872,Neel Shankar,54.0,,,,1
873,873,Chaaya Bhattacharyya,68.0,,,,1
874,874,Lekha Bobal,34.0,,,,2
875,875,Darpan Master,25.0,,,,1
876,876,Adweta Choudhury,62.0,,,,1
877,877,Vyanjana Konda,66.0,,,,1
878,878,Manbir Vig,65.0,,,,2
879,879,Leena Kurian,32.0,,,,2
880,880,Kavya Radhakrishnan,39.0,,,,2
881,881,Umang More,40.0,,,,1
882,882,Vedant Jain,56.0,,,,1
883,883,Anika Warrior,29.0,,,,1
884,884,Yash Kari,28.0,,,,1
885,885,Darsh Johal,33.0,,,,2
886,886,Eiravati Bora,18.0,,,,2
887,887,Harish Kale,,,,,2
888,888,Niharika Madan,22.0,,,,1
889,889,Vinaya Ahuja,27.0,,,,1
890,890,Saanvi Oommen,23.0,,,,1
891,891,Ekaja Wali,,,,,2
892,892,Rehaan Randhawa,22.0,,,,2
893,893,Amruta Karnik,48.0,,,,1
894,894,Irya Murty,20.0,,,,1
895,895,Christopher Rege,42.0,,,,2
896,896,Arjun Nagy,68.0,,,,1
897,897,Varsha Singhal,72.0,,,,1
898,898,Urmi Desai,71.0,,,,2
899,899,Anthony Dey,,,,,2
900,900,Aashi Kumer,31.0,,,,3
901,901,Yauvani Prakash,,,,,1
902,902,Rayaan Bora,55.0,,,,1
903,903,Qabil Nori,25.0,,,,2
904,904,Anirudh Anand,59.0,,,,1
905,905,Samuel Morar,25.0,,,,1
906,906,Victor Joshi,,,,,2
907,907,Isha Bala,46.0,,,,2
908,908,Reva Rastogi,63.0,,,,2
909,909,Vrinda Parmar,74.0,,,,2
910,910,Harish Pant,45.0,,,,1
911,911,Madhavi Sinha,,,,,2
912,912,Logan Singhal,51.0,,,,3
913,913,Zilmil Doshi,59.0,,,,2
914,914,Atharv Narula,18.0,,,,1
915,915,Omkaar Dugar,24.0,,,,2
916,916,Isaiah Soni,71.0,,,,2
917,917,Vamakshi Singh,70.0,,,,2
918,918,Rohan Dass,54.0,,,,2
919,919,Zaid Kara,,,,,2
920,920,Karan Narang,,,,,1
921,921,Raghav Ravi,68.0,,,,1
922,922,Dev Pau,68.0,,,,1
923,923,Rajata Butala,,,,,2
924,924,Rushil Pandya,65.0,,,,1
925,925,Noah Kara,43.0,,,,2
926,926,Laban Mital,19.0,,,,1
927,927,Nirja Dey,45.0,,,,2
928,928,Mahika Hari,61.0,,,,1
929,929,Jatin Doshi,43.0,,,,1
930,930,Deepa Viswanathan,20.0,,,,3
931,931,Anita Baria,36.0,,,,2
932,932,Warda Sankaran,36.0,,,,2
933,933,Zilmil Raja,63.0,,,,2
934,934,Oviya Ramesh,35.0,,,,1
935,935,Atharv Kalita,,,,,2
936,936,Tanmayi Kulkarni,63.0,,,,1
937,937,Xalak Chakraborty,38.0,,,,2
938,938,Janaki Dutta,43.0,,,,2
939,939,Pranav Rao,44.0,,,,1
940,940,Ekiya Kar,55.0,,,,2
941,941,Maanav Arora,24.0,,,,1
942,942,Janya Keer,62.0,,,,2
943,943,Dhruv Garg,65.0,,,,1
944,944,Zayyan Bala,46.0,,,,2
945,945,Divya Ahuja,55.0,,,,3
946,946,Gaurav Chandra,18.0,,,,2
947,947,Qadim Char,23.0,,,,2
948,948,Finn Nori,40.0,,,,2
949,949,Aarav Wadhwa,34.0,,,,1
950,950,Ekaraj Gera,71.0,,,,1
951,951,Sai Balasubramanian,27.0,,,,2
952,952,Zarna Ganesh,30.0,,,,2
953,953,Raghav Raval,72.0,,,,2
954,954,Krishna Sem,38.0,,,,1
955,955,Lopa Mohan,67.0,,,,2
956,956,Oscar Murthy,,,,,1
957,957,Charles Saraf,,,,,2
958,958,Quincy Kant,54.0,,,,1
959,959,Lakshmi Jha,58.0,,,,2
960,960,Chaitanya Dugal,30.0,,,,2
961,961,Nimrat Anne,57.0,,,,1
962,962,Saumya Dave,38.0,,,,2
963,963,Oliver Kunda,70.0,,,,2
964,964,Joshua Vasa,,,,,2
965,965,Lipika Gour,43.0,,,,1
966,966,Shivansh Nadkarni,31.0,,,,1
967,967,Turvi Iyer,41.0,,,,2
968,968,Umang Gour,18.0,,,,3
969,969,Dhruv Rout,32.0,,,,2
970,970,Ethan Bahri,44.0,,,,1
971,971,Zashil Pai,68.0,,,,2
972,972,Aarini Dyal,39.0,,,,1
973,973,Jeremiah Pandit,45.0,,,,2
974,974,Lipika Sheth,43.0,,,,2
975,975,Robert Patla,,,,,1
976,976,Charita Sachar,44.0,,,,1
977,977,Samuel Raju,,,,,1
978,978,Balendra Chatterjee,50.0,,,,1
979,979,Dominic Patil,38.0,,,,2
980,980,Harrison Dutta,51.0,,,,1
981,981,Manan Saxena,46.0,,,,1
982,982,Ridhi Gopal,25.0,,,,2
983,983,Indrajit Hegde,35.0,,,,1
984,984,Eiravati Ganesan,32.0,,,,2
985,985,Banjeet Mahajan,63.0,,,,2
986,986,Upma Rai,49.0,,,,3
987,987,Niharika Oommen,32.0,,,,1
988,988,Fiyaz Sengupta,49.0,,,,1
989,989,Kashvi Bhattacharyya,59.0,,,,2
990,990,Ekavir Dugal,67.0,,,,1
991,991,Fariq Ram,61.0,,,,2
992,992,Bhavna Bhat,32.0,,,,2
993,993,Jatin Borra,68.0,,,,2
994,994,Tejas Sandhu,58.0,,,,3
995,995,Dhruv Bhatia,36.0,,,,2
996,996,Advik Chakrabarti,37.0,,,,1
997,997,Varsha Prabhakar,75.0,,,,2
998,998,Udyati Shenoy,68.0,,,,1
999,999,Lekha Saini,44.0,,,,2
1000,1000,Urmi Doctor,,,,,2
1001,1001,Rachita Saran,49.0,,,,3
1002,1002,Wahab Venkataraman,60.0,,,,2
1003,1003,Hamsini Mukhopadhyay,25.0,,,,1
1004,1004,Andrew Sekhon,42.0,,,,3
1005,1005,Garima Hayer,68.0,,,,1
1006,1006,Finn Wadhwa,55.0,,,,1
1007,1007,Anya Dhar,50.0,,,,2
1008,1008,Ishani Subramanian,48.0,,,,3
1009,1009,Darsh Hayer,20.0,,,,2
1010,1010,Samarth Dhawan,75.0,,,,2
1011,1011,Manbir Sekhon,50.0,,,,2
1012,1012,Anya Hora,24.0,,,,2
1013,1013,Jyoti Dhar,,,,,1
1014,1014,Ekiya Baral,22.0,,,,2
1015,1015,Harsh Virk,,,,,2
1016,1016,Omaja Randhawa,36.0,,,,2
1017,1017,Utkarsh Khatri,42.0,,,,1
1018,1018,Ekantika Ram,,,,,1
1019,1019,Balendra Joshi,32.0,,,,2
1020,1020,Kavya Vaidya,48.0,,,,2
1021,1021,Sanaya Vala,52.0,,,,1
1022,1022,Samesh Iyengar,63.0,,,,2
1023,1023,Dayita Arora,45.0,,,,1
1024,1024,Aadi Balasubramanian,,,,,1
1025,1025,Nathaniel Chatterjee,57.0,,,,2
1026,1026,Ati Sahni,42.0,,,,1
1027,1027,Azaan Soni,,,,,2
1028,1028,Dev Dua,58.0,,,,1
1029,1029,Parth Arya,31.0,,,,1
1030,1030,Arjun Magar,,,,,1
1031,1031,Januja Chakrabarti,27.0,,,,1
1032,1032,Manbir Talwar,72.0,,,,1
1033,1033,Nathaniel Dewan,36.0,,,,1
1034,1034,Aachal Gala,52.0,,,,2
1035,1035,Aadi Thaman,57.0,,,,1
1036,1036,Rayaan Bajwa,62.0,,,,2
1037,1037,Jagat Sami,42.0,,,,1
1038,1038,Sathvik Modi,68.0,,,,1
1039,1039,Pahal Panchal,,,,,2
1040,1040,Yatan Chandra,43.0,,,,2
1041,1041,Ekapad Thakkar,47.0,,,,1
1042,1042,Zansi Swaminathan,20.0,,,,2
1043,1043,Pooja Choudhary,,,,,2
1044,1044,Harrison Gala,,,,,2
1045,1045,Ansh Vohra,28.0,,,,1
1046,1046,Gagan Lall,24.0,,,,1
1047,1047,Neel Chadha,,,,,1
1048,1048,Manan Mital,23.0,,,,1
1049,1049,Isaiah Vohra,,,,,1
1050,1050,Tanay Gulati,39.0,,,,1
1051,1051,Ekavir Dhingra,27.0,,,,2
1052,1052,Ayaan Hans,63.0,,,,2
1053,1053,Widisha Borde,,,,,1
1054,1054,Kala Mall,30.0,,,,1
1055,1055,Darika Singhal,22.0,,,,1
1056,1056,Hema Walia,,,,,3
1057,1057,Dhriti Naik,21.0,,,,2
1058,1058,Ranveer Pathak,53.0,,,,2
1059,1059,Samesh Nazareth,25.0,,,,3
1060,1060,Zayyan Dash,51.0,,,,3
1061,1061,Suhani Malhotra,,,,,1
1062,1062,Dhriti Dar,63.0,,,,1
1063,1063,Advaith Choudhury,33.0,,,,2
1064,1064,Amara Pandya,19.0,,,,1
1065,1065,Gavin Madan,54.0,,,,2
1066,1066,Finn Rege,40.0,,,,1
1067,1067,Samesh Swamy,41.0,,,,1
1068,1068,Riya Jha,29.0,,,,1
1069,1069,Bina Kashyap,47.0,,,,2
1070,1070,Lakshmi Bahri,64.0,,,,1
1071,1071,Zansi Wali,66.0,,,,1
1072,1072,Sneha Dixit,42.0,,,,1
1073,1073,Patrick Mani,29.0,,,,2
1074,1074,Praneel Walla,70.0,,,,1
1075,1075,Yatan Anand,,,,,2
1076,1076,Chanakya Singh,20.0,,,,2
1077,1077,Ekalinga Purohit,75.0,,,,1
1078,1078,Unnati Venkatesh,29.0,,,,2
1079,1079,Jonathan Bansal,46.0,,,,2
1080,1080,Rushil Babu,25.0,,,,2
1081,1081,Vidhi Rastogi,45.0,,,,2
1082,1082,Charan Korpal,53.0,,,,3
1083,1083,Banjeet Srinivas,18.0,,,,1
1084,1084,Advay Chaudhuri,56.0,,,,2
1085,1085,Arjun Sen,,,,,1
1086,1086,Raksha Sura,24.0,,,,1
1087,1087,Ria Loke,,,,,2
1088,1088,Thomas Barman,37.0,,,,1
1089,1089,Omisha Doshi,44.0,,,,1
1090,1090,Alka Subramanian,45.0,,,,1
1091,1091,Upasna Kuruvilla,28.0,,,,2
1092,1092,Upkaar Bains,71.0,,,,1
1093,1093,Aarini Chhabra,43.0,,,,1
1094,1094,Yashasvi Patil,25.0,,,,2
1095,1095,Oeshi Solanki,40.0,,,,1
1096,1096,Nidra Sani,47.0,,,,1
1097,1097,Mason Zachariah,46.0,,,,2
1098,1098,Peter Bali,32.0,,,,3
1099,1099,Amara Manne,,,,,2
1100,1100,Yashodhara Mohan,51.0,,,,2
1101,1101,Hritik Sen,36.0,,,,1
1102,1102,Vasatika Saran,51.0,,,,2
1103,1103,Naksh Raman,,,,,2
1104,1104,Kiaan Narain,65.0,,,,2
1105,1105,Girik Sur,,,,,1
1106,1106,Omisha Barad,51.0,,,,2
1107,1107,Yashasvi Mahal,24.0,,,,2
1108,1108,Urvi Sahni,74.0,,,,2
1109,1109,Megha Lanka,27.0,,,,1
1110,1110,Faqid Mahal,34.0,,,,2
1111,1111,Lopa Narasimhan,72.0,,,,1
1112,1112,Kai Kuruvilla,53.0,,,,1
1113,1113,Bhavya More,20.0,,,,2
1114,1114,Siya Nazareth,58.0,,,,1
1115,1115,Lipika Gulati,37.0,,,,1
1116,1116,Harini Ramachandran,61.0,,,,1
1117,1117,Veda Bhavsar,71.0,,,,2
1118,1118,Benjamin Bansal,25.0,,,,1
1119,1119,Ojasvi Amble,35.0,,,,1
1120,1120,Edhitha Korpal,,,,,3
1121,1121,Michael Mand,,,,,1
1122,1122,Qasim Chander,39.0,,,,1
1123,1123,Fariq Mishra,,,,,1
1124,1124,Laksh Biswas,,,,,2
1125,1125,Nathan Kota,53.0,,,,2
1126,1126,Tejas Date,61.0,,,,1
1127,1127,Raghav Tailor,67.0,,,,2
1128,1128,Nisha Mani,,,,,1
1129,1129,Chakradhar Bora,40.0,,,,2
1130,1130,Sanya Dhawan,60.0,,,,2
1131,1131,Vrinda Mahal,26.0,,,,1
1132,1132,Indrajit Mani,58.0,,,,2
1133,1133,Sai Majumdar,71.0,,,,2
1134,1134,Kiaan Badal,69.0,,,,1
1135,1135,Amrita Prabhakar,34.0,,,,2
1136,1136,Hredhaan Khurana,48.0,,,,2
1137,1137,Manthan Bahri,66.0,,,,1
1138,1138,Ikbal Mohan,59.0,,,,2
1139,1139,Lajita Sodhi,74.0,,,,2
1140,1140,Waida Kari,,,,,2
1141,1141,Nitara Warrior,58.0,,,,2
1142,1142,Aahana Apte,39.0,,,,2
1143,1143,Zashil Yadav,56.0,,,,1
1144,1144,Harish Chakrabarti,61.0,,,,1
1145,1145,Chakradev Gola,27.0,,,,1
1146,1146,Shivani Kara,29.0,,,,1
1147,1147,Mitesh Bhatnagar,18.0,,,,1
1148,1148,Frado Dugar,73.0,,,,1
1149,1149,Ojas Lata,67.0,,,,2
1150,1150,Sai Mallick,62.0,,,,1
1151,1151,Varenya Rana,45.0,,,,1
1152,1152,Wyatt Yohannan,29.0,,,,1
1153,1153,Laban Gokhale,59.0,,,,1
1154,1154,Ekbal Sami,25.0,,,,1
1155,1155,Ekantika Gala,26.0,,,,1
1156,1156,Dakshesh Bal,21.0,,,,1
1157,1157,Ladli Singh,57.0,,,,1
1158,1158,Aarnav Lal,65.0,,,,2
1159,1159,Manthan Luthra,,,,,2
1160,1160,Upma Bera,25.0,,,,1
1161,1161,Darsh Loyal,54.0,,,,1
1162,1162,Zaitra Hari,23.0,,,,2
1163,1163,Mohammed Bhatti,56.0,,,,2
1164,1164,Nathan Bail,72.0,,,,1
1165,1165,Dayita Krishnamurthy,23.0,,,,2
1166,1166,Veer Pillay,27.0,,,,2
1167,1167,Krishna Morar,,,,,2
1168,1168,Udyati Bhatia,59.0,,,,2
1169,1169,Tarak Joshi,40.0,,,,2
1170,1170,Unnati Dasgupta,,,,,2
1171,1171,Yashasvi Taneja,,,,,1
1172,1172,Advaith Goyal,22.0,,,,2
1173,1173,Bhanumati Dar,,,,,2
1174,1174,Ekavir Dasgupta,34.0,,,,2
1175,1175,Vansha Oza,26.0,,,,2
1176,1176,Yashasvi Divan,43.0,,,,2
1177,1177,Balhaar Menon,,,,,2
1178,1178,Megha Sangha,29.0,,,,1
1179,1179,Jalsa Ramakrishnan,75.0,,,,1
1180,1180,Parth Kamdar,53.0,,,,2
1181,1181,Vedhika Samra,22.0,,,,2
1182,1182,Chanchal Khanna,27.0,,,,1
1183,1183,Jeet Bera,24.0,,,,2
1184,1184,Aadhya Gandhi,43.0,,,,1
1185,1185,Leena Kothari,26.0,,,,2
1186,1186,Hritik Goyal,37.0,,,,1
1187,1187,Owen Kalita,,,,,2
1188,1188,Bhavani Aggarwal,,,,,2
1189,1189,Manan Saraf,45.0,,,,2
1190,1190,Pooja Chaudhari,27.0,,,,1
1191,1191,Ayushman Gala,,,,,1
1192,1192,Lopa Bhatnagar,29.0,,,,1
1193,1193,Dominic Prashad,37.0,,,,1
1194,1194,Rohan Savant,32.0,,,,2
1195,1195,Saanvi Manda,65.0,,,,3
1196,1196,Naveen Bhavsar,47.0,,,,1
1197,1197,Samaksh Setty,73.0,,,,2
1198,1198,Unni Buch,55.0,,,,2
1199,1199,Aadi Raghavan,56.0,,,,2
1200,1200,Krisha Dara,33.0,,,,2
1201,1201,Chandran Ganguly,34.0,,,,1
1202,1202,Bhavani Bera,48.0,,,,2
1203,1203,Neel Chanda,69.0,,,,2
1204,1204,Ishwar Varma,33.0,,,,2
1205,1205,Arin Tailor,20.0,,,,1
1206,1206,Watika Keer,,,,,2
1207,1207,Pranit Kapur,28.0,,,,2
1208,1208,Henry Lanka,53.0,,,,1
1209,1209,Mitali Shan,53.0,,,,1
1210,1210,Jonathan Barad,48.0,,,,1
1211,1211,Yauvani Bhatti,30.0,,,,1
1212,1212,Praneel Keer,60.0,,,,1
1213,1213,Triya Talwar,35.0,,,,2
1214,1214,Wakeeta Barad,63.0,,,,1
1215,1215,Amruta Balan,29.0,,,,2
1216,1216,Amrita Krishnamurthy,53.0,,,,2
1217,1217,Mahika Kapadia,65.0,,,,2
1218,1218,Falak Grover,32.0,,,,2
1219,1219,Hemal Wagle,65.0,,,,2
1220,1220,Libni Nair,,,,,2
1221,1221,Warinder Luthra,,,,,2
1222,1222,Samaksh Chhabra,27.0,,,,2
1223,1223,Irya Goel,46.0,,,,2
1224,1224,Yoshita Vyas,59.0,,,,2
1225,1225,Ati Misra,63.0,,,,1
1226,1226,Harinakshi Sami,31.0,,,,1
1227,1227,Abeer Baral,32.0,,,,2
1228,1228,Sathvik Ahluwalia,72.0,,,,1
1229,1229,Harish Mander,51.0,,,,2
1230,1230,Xalak Kapadia,72.0,,,,2
1231,1231,Kai Peri,,,,,1
1232,1232,Ranveer Bhatnagar,,,,,1
1233,1233,Zinal Konda,25.0,,,,2
1234,1234,Urishilla Raval,45.0,,,,1
1235,1235,Eshana Dhar,74.0,,,,2
1236,1236,Chatresh Gopal,37.0,,,,2
1237,1237,Quincy Balakrishnan,68.0,,,,1
1238,1238,Faqid Mitter,43.0,,,,2
1239,1239,Samar Nagarajan,46.0,,,,1
1240,1240,Theodore Edwin,,,,,1
1241,1241,Sanya Sarna,45.0,,,,2
1242,1242,Zilmil Kibe,43.0,,,,1
1243,1243,Chatura Guha,,,,,1
1244,1244,Ikshita Kade,19.0,,,,1
1245,1245,Ekani Choudhary,31.0,,,,2
1246,1246,Manthan Ganesh,21.0,,,,1
1247,1247,Yasti Hans,,,,,1
1248,1248,Xalak Chander,,,,,1
1249,1249,Liam Bera,47.0,,,,1
1250,1250,Kai Golla,,,,,2
1251,1251,Yuvraj Hora,64.0,,,,2
1252,1252,Hemang Doctor,58.0,,,,1
1253,1253,Logan Nazareth,,,,,1
1254,1254,Aarav Kala,39.0,,,,2
1255,1255,Jagat Dhar,68.0,,,,2
1256,1256,Simon Bala,69.0,,,,1
1257,1257,Neel Srinivas,67.0,,,,1
1258,1258,Frederick Sankar,23.0,,,,1
1259,1259,Hredhaan Oommen,53.0,,,,2
1260,1260,Zaid Bhargava,45.0,,,,1
1261,1261,Kamya Mane,36.0,,,,1
1262,1262,Daniel Dani,65.0,,,,1
1263,1263,Pallavi Varty,,,,,2
