VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1658,1195,Nicholas Bhardwaj,31.0,1.0,0
1659,1196,Arin Ranganathan,42.0,1.0,0
1660,1197,Gaurav Deo,22.0,1.0,1
1661,1197,Ishita Garg,60.0,2.0,0
1662,1198,Advaith Jayaraman,42.0,2.0,0
1663,1199,Theodore Sami,70.0,2.0,0
1664,1200,Tejas Sem,56.0,1.0,0
1665,1201,Champak Dhaliwal,75.0,1.0,1
1666,1202,Siya Jayaraman,,,0
1667,1203,Qabil Chaudry,65.0,1.0,0
1668,1204,Eiravati Rege,61.0,1.0,0
1669,1205,Neha Dani,51.0,2.0,0
1670,1206,Zarna Din,,2.0,0
1671,1207,Falak Dutta,11.0,2.0,0
1672,1207,Maya Pau,76.0,2.0,0
1673,1208,Mason Bora,5.0,1.0,0
1674,1209,Amrita Keer,,2.0,0
1675,1210,Bahadurjit Karpe,,2.0,0
1676,1211,Bhanumati Palan,79.0,2.0,0
1677,1211,Yashica Shankar,13.0,2.0,1
1678,1212,Sara Ramakrishnan,43.0,1.0,0
1679,1213,Leena Doctor,50.0,2.0,0
1680,1214,Aadi Rastogi,3.0,1.0,0
1681,1215,Madhavi Raj,,1.0,1
1682,1216,Maya Sharma,9.0,3.0,0
1683,1217,Harshil Oak,35.0,2.0,0
1684,1218,Vasudha Gokhale,79.0,,0
1685,1219,Harsh Kapoor,,2.0,0
1686,1219,Mahika Pingle,13.0,2.0,0
1687,1220,Ekani Sura,,1.0,0
1688,1220,Advika Kapur,10.0,1.0,0
1689,1221,Gabriel Patla,28.0,1.0,0
1690,1221,Meera Mohanty,16.0,2.0,1
1691,1222,Oscar Pau,76.0,2.0,0
1692,1222,Oni Soni,17.0,2.0,0
1693,1223,Leela Wadhwa,,1.0,1
1694,1224,Neelima Gaba,,1.0,1
1695,1224,Ganga Sangha,82.0,2.0,0
1696,1225,Lakshit Tailor,2.0,2.0,0
1697,1226,Edhitha Mani,85.0,2.0,0
1698,1227,Nachiket Mohanty,74.0,2.0,0
1699,1227,Victor Kata,24.0,1.0,0
1700,1228,Harini Srivastava,,1.0,1
1701,1229,Bhavani Venkatesh,45.0,1.0,0
1702,1230,Saumya Sastry,6.0,2.0,0
1703,1231,Jyoti Mani,7.0,1.0,0
1704,1231,Ekaraj Vora,74.0,2.0,0
1705,1232,Ryan Dhar,53.0,,0
1706,1233,Adweta Suri,69.0,2.0,0
1707,1233,Samar Sheth,,2.0,0
1708,1234,Tamanna Goel,61.0,1.0,1
1709,1235,Yasti Setty,76.0,,0
1710,1236,Jai Singh,57.0,1.0,0
1711,1237,Qabil Gera,66.0,1.0,0
1712,1238,Maanas Khalsa,51.0,2.0,0
1713,1239,Amara Sahni,1.0,1.0,0
1714,1240,Bimala Kota,,3.0,1
1715,1241,Rachit Ghosh,3.0,1.0,0
1716,1242,Manthan Bala,10.0,2.0,1
1717,1243,Baljiwan Basu,55.0,,0
1718,1244,Yoshita Parikh,70.0,1.0,0
1719,1244,Warjas Warrior,,1.0,0
1720,1245,Ekalinga Palan,2.0,2.0,1
1721,1246,Arjun Chanda,1.0,2.0,0
1722,1247,Ronith Ahluwalia,44.0,2.0,1
1723,1248,Maanav Rao,,2.0,1
1724,1249,Gaurav D’Alia,66.0,1.0,0
1725,1250,Jai Balay,53.0,1.0,1
1726,1251,Balhaar Memon,17.0,1.0,1
1727,1252,Patrick Chaudhry,57.0,1.0,0
1728,1253,Eta Desai,16.0,1.0,0
1729,1254,Kabir Taneja,75.0,2.0,0
1730,1255,Rayaan Samra,10.0,1.0,0
1731,1256,Falan Dugal,16.0,1.0,0
1732,1257,Warda Mall,73.0,1.0,0
1733,1258,Anthony Sachar,48.0,2.0,0
1734,1259,Advika Dutt,42.0,1.0,0
1735,1260,Anay Patil,70.0,2.0,0
1736,1260,Watika Seth,81.0,1.0,0
1737,1260,Pallavi Morar,7.0,2.0,0
1738,1261,Orinder Koshy,20.0,3.0,0
1739,1261,Varsha Cherian,32.0,2.0,0
1740,1261,Zayan Shenoy,61.0,1.0,1
1741,1262,Balvan Johal,61.0,1.0,0
1742,1263,Agastya Varughese,17.0,2.0,0
1743,1264,Frado Hayre,48.0,,0
1744,1265,Anya Swamy,53.0,1.0,0
1745,1265,Ryan Rattan,60.0,2.0,0
1746,1266,Ikshita Wali,46.0,2.0,0
1747,1266,Sanya Sandhu,35.0,1.0,0
1748,1266,Zehaan Taneja,53.0,2.0,0
1749,1267,Neha Dugar,57.0,2.0,1
1750,1268,Ira Bhatt,17.0,1.0,1
1751,1269,Harish Mukhopadhyay,30.0,2.0,0
1752,1270,Unni Dash,,1.0,0
1753,1271,Brijesh Kumer,69.0,2.0,0
1754,1272,Brinda Chaudry,42.0,1.0,0
1755,1273,Chandran Sundaram,,2.0,0
1756,1274,Qadim Kade,78.0,1.0,0
1757,1275,Raagini Dewan,7.0,1.0,0
1758,1276,Hitesh Chakraborty,58.0,1.0,0
1759,1277,Wahab Pingle,,1.0,0
1760,1277,Manan Choudhury,,1.0,0
1761,1277,Sai Bains,67.0,2.0,0
1762,1278,Siya Parekh,84.0,1.0,0
1763,1279,Chakradhar Sahota,78.0,1.0,1
1764,1280,Yasti Tata,62.0,2.0,0
1765,1281,Isaiah Pant,,1.0,0
1766,1281,Chaitanya Talwar,3.0,1.0,0
1767,1282,Mitali Gopal,,1.0,0
1768,1283,Max Bhattacharyya,31.0,,0
1769,1284,Nathaniel Parekh,68.0,1.0,0
1770,1284,Niharika Maharaj,11.0,1.0,0
1771,1285,Megha Srinivasan,67.0,2.0,0
1772,1286,Charita Borah,81.0,2.0,1
1773,1286,Isaiah Kothari,46.0,1.0,0
1774,1287,Harita Grover,13.0,2.0,0
1775,1288,Gaurangi Bains,47.0,1.0,0
1776,1288,Jagvi Mallick,6.0,,0
1777,1289,Bimala Mahal,33.0,,0
1778,1290,Zaitra Date,,1.0,0
1779,1291,Anita Buch,12.0,2.0,0
1780,1292,Pahal Yohannan,18.0,1.0,0
1781,1293,Indrajit Dash,16.0,2.0,1
1782,1294,Chaitanya Panchal,,2.0,0
1783,1295,Dipta Kothari,76.0,2.0,0
1784,1296,Praneel Batta,35.0,1.0,0
1785,1297,Nirja Bedi,59.0,1.0,0
1786,1297,Rajata Lala,33.0,2.0,1
1787,1298,Shravya Morar,21.0,1.0,0
1788,1299,Kala Kuruvilla,56.0,1.0,1
1789,1300,Chatresh Andra,1.0,2.0,0
1790,1301,Vanya Som,1.0,1.0,0
1791,1301,Nandini Desai,66.0,2.0,0
1792,1302,Kashish Thakur,23.0,2.0,0
1793,1303,Hritik Som,,2.0,0
1794,1304,Ishita Sawhney,33.0,,0
1795,1305,Pavani Borra,34.0,2.0,0
1796,1306,Vedant Sani,67.0,2.0,0
1797,1307,Jyoti Lanka,,2.0,0
1798,1308,Zehaan Pathak,60.0,1.0,0
1799,1309,Bhavika Sibal,68.0,1.0,0
1800,1310,Mitesh Sem,8.0,1.0,0
1801,1311,Vrishti Gara,15.0,,0
1802,1312,Ekalinga Ram,63.0,2.0,0
1803,1313,Amara Karnik,73.0,2.0,0
1804,1313,Victor Mody,24.0,1.0,0
1805,1313,Balendra Chawla,,1.0,0
1806,1314,Pavani Pai,29.0,2.0,0
1807,1315,Prisha Bera,,,1
1808,1315,Janaki Bhatti,,2.0,0
1809,1316,Libni Sandal,,1.0,0
1810,1317,Henry Mahal,,2.0,0
1811,1317,Laksh Kulkarni,12.0,2.0,0
1812,1318,Amrita Deo,38.0,,0
1813,1319,Matthew Chowdhury,,2.0,1
1814,1319,Ayushman Ramanathan,36.0,2.0,0
1815,1319,Shivansh Gera,70.0,2.0,0
1816,1320,Alexander Goyal,67.0,2.0,0
1817,1321,Triya Saraf,54.0,1.0,1
1818,1322,Chakrika Gulati,,1.0,0
1819,1323,Eiravati Kohli,85.0,1.0,0
1820,1324,Robert Murty,3.0,2.0,0
1821,1325,Qabil Aggarwal,55.0,1.0,0
1822,1325,Arya Narayan,59.0,1.0,0
1823,1325,Raksha Borde,81.0,2.0,0
1824,1326,Chandani Chadha,20.0,2.0,1
1825,1327,Mohini Luthra,39.0,2.0,0
1826,1328,Oni Jain,5.0,1.0,0
1827,1328,Lohit Purohit,40.0,2.0,0
1828,1328,Nathaniel Rama,7.0,2.0,0
1829,1329,Kamala Sanghvi,50.0,2.0,0
1830,1329,Janani Setty,8.0,1.0,0
1831,1330,Gagan Deo,59.0,,1
1832,1331,Liam Bora,39.0,1.0,0
1833,1332,Tanmayi Mannan,22.0,,0
1834,1332,Lakshit Sura,,,0
1835,1333,Rajata Lata,17.0,1.0,0
1836,1334,Shivani Bera,41.0,1.0,1
1837,1335,Eiravati Saran,,,0
1838,1336,Andrew Bawa,42.0,2.0,0
1839,1337,Tripti Garg,,,1
1840,1337,Laban Mallick,2.0,3.0,1
1841,1338,Naveen Lala,19.0,2.0,0
1842,1338,Wridesh Chana,17.0,1.0,1
1843,1339,Daniel Chand,,1.0,0
1844,1340,Divya Grewal,40.0,2.0,0
1845,1341,Laban Iyengar,85.0,2.0,0
1846,1342,Lohit Vig,83.0,2.0,1
1847,1343,Odika Chakrabarti,62.0,2.0,1
1848,1343,Urvi Jain,40.0,1.0,0
1849,1344,Chakradev Dube,13.0,1.0,0
1850,1345,Tanay Parsa,36.0,2.0,0
1851,1346,Darpan Ravi,,2.0,0
1852,1347,Zayan Mistry,60.0,2.0,0
1853,1347,Chavvi Goel,70.0,1.0,0
1854,1347,Vedant Raja,26.0,2.0,1
1855,1348,Sanaya Sawhney,16.0,2.0,0
1856,1348,Chandresh Ramaswamy,84.0,1.0,1
1857,1348,Saumya Nayak,13.0,1.0,0
1858,1349,Aditya Bandi,77.0,1.0,0
1859,1350,Fiyaz Chaudhry,79.0,1.0,0
1860,1350,Yashica Rama,67.0,1.0,0
1861,1351,Arjun Ravi,23.0,2.0,0
1862,1352,Raksha Murthy,,2.0,0
1863,1352,Daniel Anne,59.0,2.0,1
1864,1352,Omisha Bedi,3.0,2.0,0
1865,1353,Aashi Sarraf,36.0,2.0,0
1866,1353,Azad Sarma,,2.0,1
1867,1354,Ubika Bawa,,1.0,0
1868,1355,Maya Mani,58.0,1.0,0
1869,1356,Ijaya Date,81.0,2.0,0
1870,1356,Tanish Sangha,75.0,2.0,0
1871,1357,Kashvi Oak,22.0,,0
1872,1358,Nikita Sur,,1.0,0
1873,1359,Chaitanya Khurana,78.0,1.0,1
1874,1359,Xiti Loke,63.0,1.0,0
1875,1359,Tejas Hari,,2.0,0
1876,1360,Ijaya Apte,,2.0,0
1877,1361,Qarin Bhat,54.0,1.0,0
1878,1362,Balveer Sama,61.0,2.0,0
1879,1363,Xavier Atwal,72.0,2.0,0
1880,1363,Jackson Chakrabarti,21.0,1.0,0
1881,1364,Gaurika Shan,17.0,2.0,0
1882,1365,Devika Ganesh,47.0,1.0,1
1883,1366,Irya Verma,,1.0,0
1884,1366,Faras Kumer,73.0,1.0,1
1885,1367,Ranbir Sankar,3.0,2.0,0
1886,1368,Vrinda Agrawal,27.0,2.0,1
1887,1368,Girindra Saraf,13.0,2.0,1
1888,1368,Isaac Thakur,20.0,1.0,0
1889,1369,Varenya Warrior,40.0,1.0,0
1890,1370,Vansha Gaba,,,0
1891,1371,Daniel Krishnan,79.0,2.0,0
1892,1372,Imaran Bhatti,61.0,1.0,0
1893,1373,Balendra Johal,51.0,1.0,0
1894,1374,Harshil Kohli,,1.0,0
1895,1375,Zehaan Randhawa,54.0,1.0,0
1896,1375,Aarnav Bhandari,32.0,3.0,0
1897,1376,Gopal Yogi,,1.0,0
1898,1377,Ethan Singh,37.0,1.0,0
1899,1378,Adya Kota,62.0,2.0,0
1900,1379,Samaksh Dani,23.0,1.0,0
1901,1379,Vidhi Atwal,47.0,2.0,0
1902,1380,Banjeet Rajagopal,49.0,2.0,0
1903,1381,Bhavini Kumar,24.0,1.0,0
1904,1382,Hemangini Anand,62.0,2.0,0
1905,1383,Jacob Chakrabarti,32.0,,0
1906,1383,Manan Kumer,80.0,1.0,0
1907,1383,Nirja Devan,45.0,,1
1908,1384,Manbir Khatri,71.0,2.0,0
1909,1385,Triveni Grover,,1.0,0
1910,1386,Samaksh Banerjee,78.0,,0
1911,1386,Faras Brar,61.0,,0
1912,1387,Xalak Narayanan,52.0,1.0,0
1913,1387,Neelima Loyal,,2.0,0
1914,1388,Anika Ramaswamy,,3.0,0
1915,1389,Gaurangi Mohan,,3.0,0
1916,1390,Lakshmi Ranganathan,43.0,2.0,0
1917,1390,Sanya Gopal,58.0,2.0,1
1918,1391,Bhavika Ben,63.0,1.0,1
1919,1391,Rohan Kota,60.0,1.0,0
1920,1391,Ojasvi Dada,,1.0,0
1921,1392,Thomas Shankar,49.0,2.0,0
1922,1392,Hemang Badami,10.0,2.0,0
1923,1393,Fariq Pillay,,1.0,0
1924,1394,Amara Tara,43.0,1.0,0
1925,1395,Sai Shere,44.0,2.0,0
1926,1395,Kevin Sani,32.0,2.0,0
1927,1396,Isaac Mallick,,2.0,0
1928,1397,Aryan Pillai,60.0,,1
1929,1398,Pranav Dave,41.0,2.0,0
1930,1399,Pavani Bala,15.0,2.0,0
1931,1400,Warda Gala,19.0,2.0,0
1932,1401,Mitesh Vasa,31.0,1.0,1
1933,1402,Joshua Prakash,48.0,1.0,0
1934,1403,Urvi Kapadia,55.0,1.0,0
1935,1403,Umang Dayal,43.0,,0
1936,1403,Pallavi Sane,40.0,2.0,0
1937,1404,Chandran Sharaf,74.0,1.0,0
1938,1405,Ryan Raj,30.0,1.0,0
1939,1406,Harish Pandya,85.0,,0
1940,1407,Neha Sridhar,50.0,2.0,0
1941,1407,Ekta Savant,37.0,1.0,0
1942,1408,Neel Trivedi,37.0,1.0,0
1943,1409,Kamya Bawa,,2.0,1
1944,1410,Abeer Sunder,66.0,1.0,0
1945,1411,Ekbal Kannan,29.0,,0
1946,1412,Aradhana Soni,19.0,1.0,0
1947,1413,Jyoti Chadha,7.0,,0
1948,1414,Anita Badal,66.0,1.0,0
1949,1415,Zehaan Ganguly,36.0,2.0,0
1950,1416,Ethan Jaggi,49.0,1.0,1
1951,1417,Urvi Kale,,2.0,0
1952,1418,Lopa Bala,32.0,1.0,0
1953,1419,Jack Chand,7.0,1.0,0
1954,1420,Qabil Kaul,44.0,2.0,0
1955,1421,Kritika Magar,51.0,1.0,0
1956,1422,Logan Salvi,11.0,2.0,0
1957,1423,Chameli Sem,39.0,,0
1958,1423,Dayamai Chakraborty,69.0,1.0,0
1959,1424,Ganga Bali,84.0,2.0,0
1960,1425,Imaran Parmar,,2.0,0
1961,1426,Jhalak Palla,31.0,2.0,0
1962,1427,Pooja Mistry,6.0,1.0,0
1963,1428,Baghyawati Sachdev,,2.0,0
1964,1428,Yug Misra,5.0,2.0,0
1965,1429,Dalaja Dara,33.0,2.0,0
1966,1430,Upkaar Madan,11.0,,0
1967,1431,Anamika Chaudhry,52.0,2.0,0
1968,1431,Nakul Chawla,17.0,1.0,0
1969,1431,Sanaya Dayal,78.0,1.0,0
1970,1432,Charvi Venkataraman,1.0,2.0,1
1971,1433,Kevin Dass,69.0,,0
1972,1433,Yash Anne,78.0,1.0,1
1973,1433,Chasmum Mall,27.0,2.0,0
1974,1434,Maya Parekh,18.0,1.0,1
1975,1435,Advika Patel,,2.0,0
1976,1436,Frado Bora,55.0,2.0,0
1977,1437,Bahadurjit Kothari,33.0,3.0,0
1978,1437,Dayita Shankar,66.0,1.0,0
1979,1438,Ojasvi Thaman,31.0,1.0,0
1980,1438,Ayaan Bali,53.0,1.0,1
1981,1439,Vidhi Sarma,,2.0,0
1982,1440,Sarthak Nagar,33.0,2.0,0
1983,1441,Avni Sami,,2.0,0
1984,1442,Sai Deol,45.0,1.0,0
1985,1443,Zehaan Rege,68.0,2.0,0
1986,1444,Oscar Mall,29.0,2.0,0
1987,1444,Shivansh Bhalla,46.0,1.0,0
1988,1445,Chaman Shanker,7.0,2.0,1
1989,1446,Brinda Ben,11.0,1.0,0
1990,1446,Dalbir Sarna,66.0,2.0,0
1991,1447,Abha Sachdev,82.0,2.0,0
1992,1448,Ridhi Dube,65.0,1.0,0
1993,1449,Banjeet Oza,61.0,,0
1994,1449,Meera Walla,51.0,1.0,0
1995,1450,Quincy Chaudhry,80.0,2.0,1
1996,1450,Frado Chadha,5.0,2.0,0
1997,1450,Jagdish Wali,82.0,1.0,0
1998,1451,Ethan Sha,,1.0,0
1999,1452,Parth Dhar,31.0,2.0,0
2000,1452,Lipika Kumar,31.0,1.0,0
2001,1453,Krisha Nagi,26.0,1.0,0
2002,1453,Lavanya Handa,76.0,1.0,0
2003,1454,Dalaja Thakkar,17.0,1.0,0
2004,1455,Sara Taneja,51.0,2.0,0
2005,1456,Qasim Sethi,64.0,2.0,1
2006,1456,Urvi Nagar,81.0,2.0,0
2007,1457,Mohini Palla,2.0,2.0,0
2008,1458,Ekantika Roy,41.0,1.0,0
2009,1458,Brijesh Doshi,,2.0,0
2010,1459,Mitesh Rege,,1.0,0
2011,1459,Chaman Gole,28.0,2.0,0
2012,1460,Samarth Chhabra,,1.0,0
2013,1461,Fiyaz Goel,16.0,1.0,0
2014,1462,Kashish Yohannan,57.0,2.0,0
2015,1463,Hemang Choudhary,,1.0,1
2016,1463,Adweta Yogi,8.0,2.0,0
2017,1464,Riya Vohra,5.0,2.0,0
2018,1465,Lohit Sarin,72.0,1.0,0
2019,1465,Praneel Borde,12.0,2.0,0
2020,1465,Qadim Badal,82.0,2.0,0
2021,1466,Niharika Mall,63.0,2.0,0
2022,1467,Theodore Sankaran,,1.0,0
2023,1468,Gayathri Hari,3.0,1.0,0
2024,1468,Ranbir Char,85.0,1.0,0
2025,1469,Mitali Walla,71.0,2.0,0
2026,1470,Samuel Thaker,64.0,1.0,0
2027,1471,Ishaan Rau,83.0,1.0,0
2028,1472,Ikbal Acharya,76.0,1.0,0
2029,1473,Dev Wadhwa,41.0,1.0,1
2030,1474,Harish Lata,69.0,1.0,0
2031,1475,Indira Saini,49.0,2.0,0
2032,1476,Mahika Puri,,1.0,0
2033,1476,Mohini Walla,24.0,1.0,0
2034,1477,Anjali Saran,18.0,1.0,0
2035,1478,Vaishnavi Dhar,,2.0,0
2036,1478,Pallavi Modi,13.0,2.0,0
2037,1478,Raksha Randhawa,49.0,2.0,0
2038,1479,Anya Borra,84.0,1.0,0
2039,1480,Alka Mann,6.0,,0
2040,1480,Advaith Ganesan,68.0,3.0,0
2041,1480,Advaith Narain,,1.0,1
2042,1481,Praneel Madan,36.0,1.0,0
2043,1482,Benjamin Narayan,3.0,1.0,0
2044,1483,Kamala Arya,,,0
2045,1483,Aadi Kala,,1.0,1
2046,1484,Anay Parmar,46.0,1.0,0
2047,1484,Brinda Chatterjee,18.0,1.0,0
2048,1485,Yadavi Srinivasan,53.0,2.0,0
2049,1486,Azaan Chowdhury,16.0,2.0,0
2050,1487,Chakrika Mitter,73.0,2.0,0
2051,1487,Karan Bassi,69.0,1.0,0
2052,1488,Rajata Sridhar,66.0,2.0,0
2053,1488,Divya Sandal,11.0,2.0,0
2054,1489,Damyanti Srinivasan,85.0,2.0,1
2055,1490,Vincent Warrior,32.0,1.0,1
2056,1490,Dhriti Ahuja,48.0,2.0,0
2057,1491,Aarush Krish,,2.0,1
2058,1492,Luke Sheth,36.0,2.0,0
2059,1493,Harrison Ravi,55.0,2.0,0
2060,1494,Aarna Sem,30.0,1.0,0
2061,1494,Damyanti Luthra,56.0,2.0,0
2062,1495,Raksha Wadhwa,55.0,2.0,0
2063,1496,Samar Bansal,45.0,2.0,0
2064,1497,Ekapad Iyer,81.0,2.0,1
2065,1498,Qarin Mutti,9.0,1.0,1
2066,1498,Dhriti Golla,30.0,2.0,0
2067,1499,Harrison Vala,69.0,1.0,0
2068,1499,Ishani Sandal,27.0,1.0,0
2069,1500,Varenya Savant,39.0,1.0,0
2070,1501,Meghana Deshpande,49.0,2.0,1
2071,1502,Balhaar Choudhury,28.0,2.0,0
2072,1502,Harini Srinivasan,68.0,1.0,0
2073,1503,Frederick Zachariah,11.0,2.0,0
2074,1504,Yoshita Varughese,,2.0,0
2075,1504,Tanvi Prabhakar,13.0,2.0,1
2076,1504,Onkar Prabhakar,67.0,1.0,0
2077,1505,Laksh Mistry,29.0,1.0,0
2078,1506,Adweta Narasimhan,22.0,2.0,0
2079,1506,Amaira Jhaveri,43.0,1.0,0
2080,1506,Watika Dutta,,2.0,0
2081,1507,Yadavi Om,72.0,,1
2082,1508,Anvi Nayar,65.0,1.0,0
2083,1508,Arin Ganesan,31.0,2.0,1
2084,1509,Pavani Sampath,12.0,1.0,0
2085,1510,Ucchal Arora,74.0,1.0,0
2086,1511,Wridesh Buch,57.0,2.0,0
2087,1512,Daniel Wali,49.0,1.0,0
2088,1512,Harrison Thakkar,43.0,1.0,0
2089,1513,Simon Shenoy,15.0,1.0,0
2090,1513,Nandini Boase,15.0,1.0,1
2091,1514,Yashodhara Rattan,85.0,1.0,0
2092,1515,Jeevika Manne,4.0,1.0,0
2093,1515,Yatin Chadha,47.0,2.0,0
2094,1516,Idika D’Alia,34.0,1.0,0
2095,1517,Yashoda Khatri,37.0,2.0,0
2096,1518,Kritika Rout,4.0,1.0,1
2097,1519,Bakhshi Cheema,7.0,1.0,0
2098,1520,Brijesh Prakash,55.0,1.0,0
2099,1521,Abhiram Lalla,71.0,2.0,1
2100,1521,Vidhi Saini,,,0
2101,1521,Pahal Desai,15.0,1.0,0
2102,1522,Nisha Basu,64.0,2.0,0
2103,1523,Yashasvi Yadav,41.0,1.0,0
2104,1523,Yashodhara Sha,56.0,1.0,0
2105,1523,Ekaja Panchal,65.0,2.0,0
2106,1524,Sudiksha Lata,7.0,2.0,0
2107,1524,Ansh Sandal,76.0,1.0,1
2108,1525,Yauvani Kapadia,,,0
2109,1526,Zayan Chandra,17.0,1.0,0
2110,1527,Arin Grewal,71.0,1.0,0
2111,1528,Viraj Chada,60.0,2.0,0
2112,1529,Ati Bhatti,69.0,2.0,0
2113,1530,Anika Prabhu,40.0,1.0,0
2114,1531,Madhavi Kumer,6.0,3.0,0
2115,1532,Tanish Gera,85.0,1.0,0
2116,1533,Lavanya Vora,11.0,1.0,1
2117,1533,Hardik Raj,,2.0,0
2118,1534,Omkaar Bhalla,60.0,,0
2119,1534,Bakhshi Balay,18.0,2.0,0
2120,1535,Advaith Nori,,2.0,0
2121,1536,Tarak Shenoy,,1.0,0
2122,1537,Ikbal Jayaraman,,1.0,0
2123,1538,Aryan Kulkarni,,1.0,0
2124,1539,Suhani Kunda,55.0,1.0,0
2125,1540,Chaaya Deep,69.0,1.0,0
2126,1540,Jalsa Dhawan,16.0,1.0,1
2127,1541,Anay Magar,,,1
2128,1542,Qadim Salvi,43.0,2.0,0
2129,1542,Diya Chandra,,1.0,0
2130,1543,Arjun Desai,,2.0,0
2131,1543,Hemani Parmer,68.0,,1
2132,1544,Bhavika Wason,41.0,1.0,0
2133,1544,Aadhya Srinivas,9.0,2.0,0
2134,1545,Daniel Andra,39.0,2.0,0
2135,1546,Raksha Chakrabarti,,1.0,0
2136,1547,Maya Datta,11.0,1.0,0
2137,1548,Yamini Dugar,75.0,1.0,0
2138,1549,Rachit Divan,15.0,1.0,0
2139,1550,Aarnav Bhat,11.0,1.0,0
2140,1550,Andrew Venkataraman,5.0,2.0,0
2141,1551,Nidra Agate,,2.0,0
2142,1552,Saksham Shan,6.0,1.0,0
2143,1553,Pavani Srinivasan,64.0,1.0,0
2144,1554,Theodore Krish,,1.0,1
2145,1555,Frederick Nadkarni,25.0,2.0,0
2146,1556,William Mall,31.0,2.0,0
2147,1557,Rachana Sathe,30.0,1.0,1
2148,1557,Chatresh Chandran,29.0,2.0,0
2149,1558,Yashica Doshi,,2.0,0
2150,1559,Mahika Dhaliwal,58.0,1.0,0
2151,1559,Hiral Tella,61.0,1.0,0
2152,1560,Jagrati Hans,4.0,,0
2153,1560,Devika Dutta,28.0,2.0,0
2154,1561,Garima Chhabra,40.0,1.0,0
2155,1561,Omya Boase,32.0,2.0,0
2156,1562,Azad Bhat,73.0,1.0,0
2157,1562,Oscar Kanda,76.0,2.0,0
2158,1563,Tara Chadha,,1.0,0
2159,1563,Gaurav Gill,21.0,,0
2160,1564,Ayushman Lalla,,1.0,0
2161,1565,Chakradhar Mody,4.0,2.0,0
2162,1565,Maanas Sarraf,38.0,2.0,0
2163,1566,Jasmit Tata,37.0,2.0,0
2164,1567,Oviya Chacko,,2.0,0
2165,1568,Jonathan Shanker,4.0,2.0,1
2166,1569,Michael De,27.0,,0
2167,1570,Chaaya Solanki,,1.0,0
2168,1571,Yashvi Mitter,,2.0,0
2169,1571,Charvi Dhingra,,2.0,0
2170,1572,Michael Choudhry,3.0,2.0,1
2171,1573,Anay Ratta,23.0,2.0,1
2172,1573,Barkha Chakrabarti,25.0,,0
2173,1573,Harrison Tailor,,2.0,0
2174,1574,Umang Nazareth,46.0,2.0,0
2175,1574,Xiti Thakkar,,1.0,0
2176,1575,Andrew Palan,6.0,2.0,1
2177,1576,Ayushman Dani,84.0,2.0,0
2178,1577,Lucky Chaudhry,43.0,1.0,0
2179,1578,Faris Chakraborty,13.0,1.0,0
2180,1579,Wridesh Chhabra,61.0,1.0,1
2181,1580,Nachiket Pant,54.0,1.0,1
2182,1581,Harini Kapoor,62.0,3.0,1
2183,1582,Aarush Sinha,5.0,2.0,0
2184,1583,Yauvani Choudhry,9.0,1.0,0
2185,1583,Mohammed Dayal,62.0,2.0,1
2186,1584,Banjeet Sem,82.0,1.0,0
2187,1585,Alexander Gara,,1.0,0
2188,1586,Nicholas Dara,13.0,3.0,0
2189,1587,Lopa Savant,22.0,2.0,0
2190,1587,Dominic Sarkar,68.0,1.0,0
2191,1588,Jack Ray,,2.0,0
2192,1589,Chakradhar Virk,62.0,,0
2193,1590,Yahvi Bhatti,81.0,1.0,0
2194,1591,Alexander Mutti,80.0,1.0,0
2195,1592,Vamakshi Patla,,1.0,1
2196,1593,Dayita Chana,41.0,2.0,0
2197,1594,Osha Lad,27.0,1.0,0
2198,1595,Indrajit Devan,3.0,2.0,0
2199,1596,Kashish Tank,41.0,2.0,0
2200,1597,Chakrika Master,32.0,1.0,0
2201,1598,Balhaar Parmar,19.0,1.0,1
2202,1599,Xiti Sheth,5.0,1.0,0
2203,1600,Damyanti Kari,,,1
2204,1601,Chandresh Edwin,66.0,2.0,0
2205,1601,Gaurangi Lad,28.0,,0
2206,1601,Neha Divan,49.0,2.0,0
2207,1602,Priya Krishna,67.0,1.0,0
2208,1602,Advaith Sehgal,39.0,2.0,0
2209,1603,Sathvik Rattan,39.0,1.0,0
2210,1603,Omisha Devi,,1.0,0
2211,1604,Zansi Virk,84.0,1.0,0
2212,1605,Aashi Ahuja,24.0,2.0,0
2213,1605,Atharv Vohra,38.0,2.0,0
2214,1606,Pushti Kurian,70.0,2.0,0
2215,1607,Aachal Dutt,28.0,2.0,0
2216,1608,Kalpit Shah,40.0,2.0,0
2217,1609,Pooja Dara,21.0,1.0,0
2218,1610,Bachittar Prasad,74.0,1.0,1
2219,1611,Ayushman Gole,,1.0,0
2220,1612,Warhi Brahmbhatt,80.0,1.0,1
2221,1613,Bishakha Issac,3.0,1.0,0
2222,1614,Krisha Kapur,40.0,1.0,0
2223,1615,Abdul Zacharia,,3.0,0
2224,1616,Theodore Kar,76.0,,0
2225,1617,Nathaniel Dalal,,1.0,0
2226,1618,Jeremiah Sani,26.0,2.0,0
2227,1618,Sneha Rana,16.0,2.0,0
2228,1619,Yashasvi Saran,37.0,1.0,0
2229,1620,Omkaar Basu,5.0,1.0,0
2230,1621,Kamya Mistry,32.0,1.0,0
2231,1621,Bachittar Mammen,22.0,,0
2232,1621,Bakhshi Kar,,,1
